cx,cy,n,v
410.00,103.00,76.00,2981.72
435.00,84.00,76.00,4155.19
599.00,64.00,76.00,3633.61
410.00,65.00,76.00,4599.59
618.00,4.00,76.00,2404.42
561.00,130.00,77.00,1505.20
375.00,90.00,77.00,1414.21
619.00,58.00,77.00,883.88
455.00,144.00,78.00,2877.72
460.00,142.00,78.00,530.33
545.00,72.00,78.00,2225.56
470.00,168.00,79.00,2828.43
501.00,50.00,79.00,1328.77
509.00,46.00,79.00,1736.56
500.00,30.00,79.00,1677.05
480.00,26.00,79.00,1060.66
540.00,229.00,81.00,1250.00
547.00,225.00,81.00,1681.70
554.00,174.00,82.00,1152.44
494.00,89.00,82.00,707.11
513.00,86.00,82.00,3625.00
577.00,75.00,82.00,4081.21
439.00,139.00,83.00,3457.33
649.00,123.00,83.00,3553.17
615.00,122.00,83.00,3358.76
498.00,104.00,83.00,530.33
671.00,134.00,84.00,3358.76
485.00,116.00,84.00,1414.21
505.00,207.00,85.00,1776.58
600.00,203.00,85.00,1414.21
656.00,143.00,85.00,728.87
581.00,151.00,85.00,976.28
496.00,110.00,85.00,530.33
494.00,105.00,85.00,530.33
500.00,99.00,85.00,707.11
516.00,63.00,85.00,530.33
517.00,77.00,85.00,530.33
574.00,226.00,86.00,3826.31
587.00,195.00,86.00,1944.54
557.00,161.00,86.00,1075.29
575.00,169.00,86.00,4200.07
589.00,155.00,86.00,1802.78
668.00,129.00,86.00,728.87
488.00,124.00,86.00,3650.77
667.00,107.00,86.00,3988.26
482.00,81.00,86.00,1060.66
548.00,163.00,86.00,530.33
500.00,162.00,86.00,625.00
497.00,161.00,86.00,530.33
496.00,159.00,86.00,800.39
497.00,157.00,86.00,530.33
635.00,207.00,87.00,4868.59
709.00,198.00,87.00,3271.56
579.00,187.00,87.00,1590.99
635.00,139.00,87.00,1237.44
585.00,135.00,87.00,3363.41
485.00,133.00,87.00,2657.54
652.00,101.00,87.00,530.33
666.00,86.00,87.00,901.39
655.00,85.00,87.00,625.00
519.00,95.00,87.00,707.11
670.00,66.00,87.00,4881.41
718.00,54.00,87.00,3988.26
662.00,230.00,88.00,4451.12
516.00,207.00,88.00,4100.30
549.00,189.00,88.00,625.00
600.00,137.00,88.00,4177.69
601.00,129.00,88.00,625.00
599.00,128.00,88.00,625.00
692.00,104.00,88.00,4508.67
522.00,105.00,88.00,625.00
520.00,104.00,88.00,530.33
519.00,103.00,88.00,530.33
517.00,100.00,88.00,625.00
515.00,95.00,88.00,1286.95
778.00,29.00,88.00,5427.07
680.00,253.00,89.00,4529.42
505.00,234.00,89.00,4403.48
491.00,186.00,89.00,1767.77
598.00,173.00,89.00,1952.56
453.00,164.00,89.00,2050.15
445.00,152.00,89.00,1237.44
615.00,146.00,89.00,4353.52
575.00,120.00,89.00,2752.84
384.00,104.00,89.00,2481.18
703.00,96.00,89.00,4353.52
582.00,83.00,89.00,2828.43
432.00,77.00,89.00,3377.31
487.00,166.00,89.00,1060.66
478.00,82.00,89.00,530.33
592.00,55.00,89.00,2576.94
559.00,470.00,90.00,5143.26
464.00,280.00,90.00,4451.12
551.00,255.00,90.00,2225.56
551.00,189.00,90.00,1179.25
541.00,185.00,90.00,800.39
537.00,180.00,90.00,530.33
532.00,171.00,90.00,1352.08
557.00,174.00,90.00,4900.57
555.00,175.00,90.00,530.33
554.00,174.00,90.00,530.33
553.00,173.00,90.00,530.33
551.00,172.00,90.00,530.33
628.00,160.00,90.00,4626.69
476.00,139.00,90.00,1425.22
428.00,119.00,90.00,3883.06
477.00,109.00,90.00,530.33
390.00,68.00,90.00,4705.38
562.00,528.00,91.00,4640.18
510.00,283.00,91.00,3676.36
577.00,211.00,91.00,976.28
563.00,219.00,91.00,4900.57
473.00,196.00,91.00,530.33
481.00,196.00,91.00,1944.54
546.00,189.00,91.00,2833.95
542.00,194.00,91.00,625.00
589.00,189.00,91.00,4599.59
475.00,176.00,91.00,2576.94
550.00,133.00,91.00,2304.89
571.00,114.00,91.00,800.39
403.00,118.00,91.00,2657.54
854.00,9.00,91.00,2877.72
567.00,590.00,92.00,3432.38
572.00,578.00,92.00,728.87
561.00,258.00,92.00,3005.20
508.00,226.00,92.00,1845.60
504.00,211.00,92.00,1152.44
497.00,205.00,92.00,625.00
614.00,215.00,92.00,4475.63
462.00,161.00,92.00,3132.49
576.00,120.00,92.00,625.00
560.00,99.00,92.00,4419.42
507.00,172.00,92.00,728.87
439.00,99.00,92.00,4952.90
501.00,34.00,92.00,728.87
591.00,144.00,93.00,1767.77
546.00,121.00,93.00,4155.19
569.00,167.00,95.00,3633.61
542.00,68.00,95.00,3729.11
472.00,466.00,96.00,3300.09
446.00,437.00,96.00,3553.17
508.00,182.00,96.00,4611.47
457.00,526.00,97.00,3457.33
508.00,206.00,97.00,3952.85
497.00,115.00,97.00,976.28
624.00,258.00,98.00,2601.08
508.00,232.00,98.00,3377.31
463.00,160.00,98.00,530.33
571.00,200.00,99.00,707.11
551.00,183.00,99.00,625.00
595.00,173.00,99.00,1425.22
503.00,105.00,99.00,1328.77
639.00,346.00,100.00,1425.22
562.00,208.00,100.00,4257.35
549.00,109.00,100.00,4301.16
545.00,183.00,101.00,4919.67
555.00,82.00,101.00,4331.93
560.00,162.00,102.00,4177.69
534.00,188.00,103.00,2150.58
540.00,162.00,103.00,1566.25
552.00,151.00,103.00,3729.11
498.00,87.00,104.00,4889.40
478.00,43.00,105.00,530.33
486.00,127.00,108.00,530.33
452.00,206.00,109.00,2128.67
460.00,193.00,109.00,2304.89
481.00,168.00,109.00,2564.79
463.00,193.00,110.00,530.33
514.00,191.00,110.00,1250.00
504.00,190.00,110.00,2500.00
496.00,180.00,110.00,530.33
473.00,163.00,110.00,2034.85
496.00,79.00,110.00,1525.82
464.00,267.00,111.00,5038.91
485.00,247.00,111.00,4140.12
450.00,170.00,111.00,3625.00
435.00,179.00,112.00,4422.95
434.00,170.00,112.00,530.33
485.00,164.00,112.00,4100.30
480.00,156.00,112.00,530.33
512.00,110.00,112.00,530.33
544.00,183.00,113.00,4577.46
488.00,171.00,113.00,3553.17
564.00,136.00,113.00,4508.67
512.00,166.00,114.00,883.88
577.00,142.00,114.00,5408.33
513.00,99.00,114.00,3923.09
540.00,84.00,114.00,4229.73
548.00,188.00,115.00,1457.74
591.00,171.00,115.00,4433.54
577.00,140.00,115.00,1944.54
562.00,132.00,115.00,951.97
534.00,104.00,115.00,2657.54
610.00,95.00,115.00,5233.61
491.00,69.00,115.00,3860.86
498.00,41.00,115.00,3186.89
488.00,179.00,117.00,2636.88
550.00,134.00,117.00,728.87
472.00,162.00,118.00,707.11
414.00,136.00,118.00,1152.44
472.00,132.00,118.00,530.33
470.00,133.00,119.00,3893.10
439.00,123.00,119.00,3377.31
483.00,112.00,119.00,2128.67
511.00,97.00,119.00,2741.46
456.00,84.00,119.00,4705.38
529.00,152.00,120.00,530.33
468.00,108.00,120.00,976.28
475.00,104.00,120.00,530.33
488.00,70.00,120.00,3181.98
431.00,55.00,120.00,4162.71
497.00,177.00,122.00,625.00
494.00,181.00,123.00,2576.94
538.00,104.00,123.00,1776.58
491.00,186.00,124.00,3104.94
519.00,175.00,124.00,530.33
548.00,130.00,124.00,530.33
568.00,218.00,127.00,1075.29
486.00,210.00,127.00,530.33
586.00,154.00,128.00,3005.20
453.00,139.00,129.00,1952.56
475.00,115.00,129.00,1505.20
556.00,203.00,130.00,1677.05
464.00,167.00,130.00,976.28
482.00,162.00,130.00,4930.77
493.00,105.00,130.00,707.11
480.00,82.00,130.00,976.28
554.00,230.00,131.00,901.39
550.00,120.00,131.00,1802.78
529.00,181.00,132.00,1681.70
560.00,93.00,132.00,3539.95
544.00,161.00,134.00,3125.00
442.00,116.00,135.00,2651.65
594.00,73.00,135.00,2211.48
476.00,231.00,137.00,800.39
481.00,227.00,137.00,625.00
489.00,204.00,137.00,976.28
465.00,185.00,137.00,883.88
480.00,176.00,137.00,1152.44
431.00,124.00,137.00,625.00
496.00,264.00,138.00,4266.51
490.00,193.00,138.00,3051.64
404.00,116.00,138.00,2481.18
618.00,141.00,139.00,1328.77
479.00,114.00,139.00,2657.54
557.00,53.00,139.00,2211.48
477.00,42.00,139.00,2388.12
594.00,181.00,140.00,530.33
475.00,42.00,140.00,901.39
643.00,236.00,141.00,4257.35
549.00,193.00,142.00,2918.15
511.00,93.00,142.00,1677.05
507.00,77.00,142.00,625.00
493.00,255.00,143.00,1457.74
501.00,247.00,143.00,2809.03
505.00,213.00,143.00,2050.15
509.00,160.00,143.00,707.11
489.00,270.00,144.00,4001.95
496.00,239.00,144.00,2236.07
504.00,215.00,144.00,3473.11
425.00,124.00,144.00,2225.56
494.00,180.00,144.00,530.33
499.00,266.00,145.00,3432.38
369.00,260.00,145.00,4680.41
360.00,248.00,145.00,530.33
480.00,263.00,145.00,530.33
378.00,244.00,145.00,2325.13
416.00,224.00,145.00,3225.87
537.00,228.00,145.00,3850.73
471.00,195.00,145.00,4162.71
497.00,190.00,145.00,3025.93
457.00,161.00,145.00,4257.35
486.00,119.00,145.00,530.33
538.00,99.00,145.00,2657.54
436.00,100.00,145.00,3363.41
467.00,97.00,145.00,4275.66
495.00,44.00,145.00,4031.13
487.00,252.00,146.00,4353.52
512.00,207.00,146.00,4926.02
437.00,167.00,146.00,4081.21
404.00,154.00,146.00,4229.73
448.00,98.00,146.00,4433.54
467.00,85.00,146.00,4094.58
509.00,228.00,147.00,3575.09
470.00,133.00,148.00,728.87
471.00,56.00,148.00,2928.84
579.00,212.00,149.00,3650.77
418.00,190.00,149.00,3893.10
443.00,173.00,149.00,1566.25
450.00,168.00,149.00,625.00
535.00,160.00,149.00,707.11
445.00,116.00,149.00,2401.17
472.00,95.00,149.00,530.33
453.00,262.00,150.00,4680.41
421.00,190.00,150.00,2050.15
544.00,174.00,150.00,2401.17
469.00,171.00,150.00,3712.31
573.00,164.00,150.00,2675.12
526.00,194.00,151.00,4177.69
546.00,139.00,151.00,1237.44
535.00,158.00,151.00,800.39
536.00,156.00,151.00,530.33
518.00,207.00,152.00,1414.21
509.00,200.00,152.00,1505.20
563.00,202.00,152.00,4301.16
571.00,203.00,152.00,530.33
619.00,180.00,152.00,2809.03
486.00,119.00,152.00,1179.25
538.00,133.00,152.00,625.00
540.00,131.00,152.00,707.11
522.00,175.00,154.00,2080.41
499.00,192.00,155.00,3358.76
523.00,172.00,155.00,530.33
524.00,171.00,155.00,530.33
542.00,185.00,157.00,2150.58
527.00,163.00,160.00,530.33
574.00,132.00,160.00,530.33
530.00,101.00,160.00,1845.60
521.00,99.00,160.00,2404.42
501.00,93.00,160.00,2828.43
498.00,125.00,161.00,728.87
522.00,168.00,162.00,707.11
503.00,121.00,162.00,530.33
510.00,115.00,163.00,1152.44
542.00,112.00,163.00,2918.15
489.00,60.00,165.00,530.33
479.00,59.00,165.00,728.87
491.00,159.00,166.00,1075.29
550.00,132.00,166.00,2828.43
532.00,101.00,166.00,3729.11
489.00,188.00,167.00,2741.46
490.00,165.00,167.00,1152.44
501.00,133.00,167.00,2500.00
510.00,203.00,170.00,2576.94
574.00,137.00,170.00,1802.78
578.00,196.00,171.00,707.11
503.00,190.00,171.00,625.00
530.00,181.00,171.00,530.33
509.00,175.00,171.00,1007.78
538.00,107.00,171.00,2401.17
510.00,86.00,171.00,1952.56
483.00,295.00,172.00,3779.05
501.00,260.00,172.00,4577.46
500.00,231.00,172.00,707.11
495.00,216.00,172.00,5376.45
514.00,192.00,172.00,883.88
524.00,185.00,172.00,800.39
578.00,173.00,172.00,2500.00
469.00,125.00,172.00,530.33
477.00,133.00,172.00,3650.77
480.00,127.00,172.00,530.33
451.00,282.00,173.00,4229.73
472.00,247.00,173.00,4353.52
452.00,238.00,173.00,3300.09
549.00,201.00,173.00,3300.09
446.00,184.00,173.00,2564.79
463.00,160.00,173.00,707.11
540.00,160.00,173.00,1152.44
535.00,125.00,173.00,625.00
481.00,106.00,173.00,2225.56
561.00,70.00,173.00,3432.38
452.00,277.00,174.00,1944.54
509.00,170.00,175.00,530.33
352.00,254.00,177.00,800.39
364.00,243.00,177.00,530.33
449.00,153.00,177.00,3448.28
469.00,161.00,177.00,530.33
471.00,160.00,177.00,530.33
484.00,152.00,177.00,625.00
539.00,149.00,177.00,530.33
538.00,148.00,177.00,530.33
537.00,147.00,177.00,530.33
546.00,57.00,177.00,2388.12
435.00,47.00,177.00,1600.78
488.00,265.00,178.00,5625.00
449.00,173.00,178.00,4257.35
447.00,165.00,178.00,625.00
471.00,155.00,178.00,3457.33
555.00,151.00,178.00,3925.08
499.00,190.00,178.00,625.00
472.00,68.00,178.00,3883.06
499.00,229.00,179.00,4438.82
437.00,178.00,179.00,3750.00
568.00,168.00,179.00,2564.79
408.00,158.00,179.00,2427.06
472.00,138.00,179.00,530.33
526.00,173.00,179.00,530.33
538.00,120.00,179.00,3986.30
499.00,259.00,180.00,2741.46
575.00,186.00,180.00,883.88
497.00,296.00,181.00,2741.46
639.00,248.00,181.00,1600.78
543.00,222.00,181.00,3201.56
497.00,182.00,181.00,1397.54
491.00,333.00,182.00,530.33
499.00,333.00,182.00,1681.70
619.00,199.00,182.00,4375.00
589.00,197.00,182.00,6276.20
509.00,175.00,182.00,1179.25
534.00,125.00,182.00,530.33
603.00,220.00,183.00,800.39
563.00,220.00,183.00,2657.54
509.00,201.00,183.00,1505.20
640.00,244.00,184.00,3889.09
544.00,214.00,184.00,1681.70
572.00,124.00,184.00,1776.58
523.00,190.00,184.00,1075.29
494.00,137.00,184.00,625.00
673.00,267.00,185.00,4962.36
680.00,261.00,185.00,530.33
471.00,152.00,185.00,976.28
597.00,121.00,185.00,4506.94
460.00,114.00,185.00,4419.42
707.00,301.00,186.00,976.28
688.00,285.00,186.00,4433.54
469.00,269.00,186.00,2500.00
474.00,228.00,186.00,3860.86
610.00,191.00,186.00,625.00
555.00,180.00,186.00,883.88
516.00,118.00,186.00,530.33
539.00,200.00,187.00,3952.85
513.00,89.00,187.00,3400.37
493.00,187.00,191.00,2388.12
557.00,148.00,192.00,883.88
550.00,140.00,192.00,800.39
568.00,139.00,193.00,1776.58
534.00,196.00,195.00,1802.78
487.00,168.00,196.00,1776.58
561.00,195.00,197.00,1425.22
487.00,171.00,197.00,2752.84
492.00,159.00,197.00,1075.29
449.00,114.00,197.00,530.33
439.00,112.00,197.00,728.87
553.00,157.00,197.00,1908.04
491.00,104.00,197.00,883.88
484.00,107.00,197.00,2050.15
530.00,231.00,198.00,2500.00
530.00,219.00,198.00,2150.58
516.00,195.00,198.00,4177.69
513.00,187.00,198.00,530.33
547.00,176.00,198.00,530.33
542.00,190.00,199.00,2294.69
459.00,212.00,202.00,2121.32
504.00,195.00,202.00,2918.15
484.00,195.00,202.00,3201.56
454.00,128.00,202.00,1250.00
498.00,128.00,202.00,530.33
490.00,109.00,202.00,2481.18
495.00,93.00,202.00,976.28
473.00,180.00,203.00,1152.44
475.00,102.00,203.00,2211.48
459.00,101.00,205.00,883.88
497.00,131.00,208.00,3377.31
464.00,163.00,210.00,530.33
464.00,214.00,211.00,976.28
501.00,135.00,211.00,1600.78
483.00,104.00,213.00,530.33
497.00,95.00,213.00,3729.11
501.00,126.00,215.00,1952.56
567.00,229.00,218.00,2186.61
494.00,188.00,218.00,707.11
578.00,185.00,218.00,1414.21
547.00,177.00,218.00,1007.78
523.00,173.00,218.00,1060.66
539.00,163.00,218.00,530.33
482.00,150.00,218.00,530.33
483.00,149.00,218.00,530.33
577.00,104.00,218.00,1858.26
519.00,225.00,219.00,2730.04
559.00,149.00,219.00,5100.55
549.00,148.00,219.00,530.33
565.00,135.00,219.00,800.39
535.00,122.00,219.00,530.33
618.00,17.00,219.00,1525.82
528.00,262.00,220.00,2325.13
482.00,204.00,220.00,3358.76
543.00,138.00,220.00,530.33
559.00,126.00,221.00,3181.98
558.00,121.00,221.00,625.00
516.00,118.00,221.00,901.39
562.00,170.00,222.00,1505.20
561.00,126.00,222.00,1075.29
546.00,163.00,222.00,625.00
494.00,119.00,222.00,1152.44
582.00,168.00,223.00,1858.26
587.00,159.00,223.00,530.33
487.00,147.00,223.00,530.33
503.00,148.00,223.00,625.00
574.00,189.00,224.00,2564.79
569.00,176.00,224.00,530.33
560.00,158.00,224.00,625.00
559.00,90.00,224.00,3575.09
453.00,77.00,224.00,1179.25
560.00,193.00,225.00,707.11
552.00,192.00,225.00,530.33
573.00,150.00,225.00,1525.82
510.00,74.00,225.00,1956.56
506.00,62.00,225.00,530.33
570.00,137.00,226.00,1075.29
526.00,127.00,226.00,728.87
479.00,22.00,226.00,3377.31
581.00,209.00,227.00,1328.77
574.00,208.00,227.00,2294.69
567.00,196.00,227.00,625.00
605.00,182.00,227.00,3457.33
568.00,157.00,227.00,530.33
549.00,143.00,227.00,625.00
550.00,166.00,227.00,707.11
547.00,163.00,227.00,883.88
463.00,207.00,228.00,2833.95
610.00,186.00,228.00,2401.17
484.00,185.00,228.00,2877.72
500.00,178.00,228.00,625.00
465.00,180.00,228.00,2325.13
487.00,174.00,228.00,901.39
499.00,175.00,229.00,1075.29
499.00,184.00,230.00,2657.54
533.00,152.00,231.00,728.87
542.00,175.00,234.00,625.00
546.00,109.00,234.00,3363.41
473.00,176.00,235.00,4776.24
559.00,140.00,235.00,1681.70
583.00,138.00,235.00,3094.85
582.00,134.00,235.00,800.39
563.00,172.00,238.00,1352.08
501.00,200.00,241.00,2564.79
549.00,162.00,241.00,625.00
579.00,151.00,241.00,4301.16
483.00,239.00,242.00,530.33
442.00,235.00,242.00,1600.78
494.00,233.00,242.00,3281.10
471.00,159.00,243.00,4952.90
491.00,195.00,244.00,530.33
468.00,140.00,244.00,1060.66
457.00,137.00,244.00,800.39
554.00,186.00,246.00,2128.67
498.00,116.00,246.00,1328.77
541.00,165.00,247.00,4160.83
538.00,158.00,247.00,530.33
518.00,137.00,247.00,625.00
514.00,102.00,247.00,2564.79
551.00,177.00,248.00,1414.21
501.00,173.00,248.00,625.00
590.00,157.00,249.00,1425.22
469.00,135.00,249.00,3005.20
522.00,196.00,250.00,530.33
524.00,192.00,250.00,625.00
505.00,185.00,252.00,1976.42
583.00,158.00,253.00,2636.88
566.00,128.00,253.00,3826.31
557.00,183.00,254.00,2304.89
558.00,105.00,254.00,2564.79
598.00,101.00,254.00,2752.84
552.00,144.00,255.00,530.33
512.00,115.00,255.00,3553.17
533.00,99.00,255.00,3300.09
519.00,229.00,256.00,2401.17
479.00,164.00,256.00,800.39
552.00,229.00,257.00,2752.84
517.00,203.00,257.00,1425.22
484.00,158.00,257.00,3271.56
629.00,135.00,257.00,1457.74
546.00,163.00,257.00,707.11
550.00,152.00,257.00,625.00
526.00,204.00,258.00,530.33
541.00,205.00,258.00,1525.82
536.00,203.00,258.00,530.33
570.00,169.00,258.00,625.00
552.00,153.00,258.00,3181.98
561.00,133.00,258.00,3271.56
478.00,153.00,258.00,530.33
479.00,152.00,258.00,530.33
525.00,244.00,259.00,1457.74
664.00,222.00,259.00,4275.66
543.00,212.00,259.00,3676.36
495.00,200.00,259.00,1858.26
463.00,175.00,259.00,1776.58
541.00,168.00,259.00,1328.77
468.00,138.00,259.00,1776.58
536.00,125.00,259.00,530.33
547.00,235.00,260.00,3952.85
550.00,260.00,261.00,4160.83
470.00,194.00,261.00,1776.58
549.00,174.00,261.00,2304.89
469.00,151.00,261.00,3300.09
447.00,138.00,261.00,1505.20
549.00,108.00,261.00,800.39
508.00,103.00,261.00,3448.28
380.00,66.00,261.00,1590.99
447.00,57.00,261.00,4508.67
445.00,55.00,261.00,530.33
445.00,43.00,261.00,530.33
552.00,289.00,262.00,4373.21
554.00,213.00,262.00,1590.99
428.00,214.00,262.00,3457.33
572.00,210.00,262.00,3502.23
577.00,213.00,262.00,530.33
498.00,207.00,262.00,3125.00
460.00,207.00,262.00,3475.36
556.00,174.00,262.00,800.39
520.00,107.00,262.00,1152.44
445.00,48.00,262.00,530.33
554.00,321.00,263.00,4544.91
597.00,257.00,263.00,4868.59
540.00,185.00,263.00,3051.64
532.00,141.00,263.00,530.33
548.00,102.00,263.00,530.33
550.00,97.00,263.00,530.33
467.00,103.00,263.00,3925.08
484.00,83.00,263.00,1677.05
587.00,80.00,263.00,530.33
590.00,72.00,263.00,707.11
493.00,76.00,263.00,1908.04
556.00,355.00,264.00,4759.86
553.00,250.00,264.00,4475.63
540.00,204.00,264.00,2401.17
480.00,207.00,264.00,4162.71
486.00,185.00,264.00,800.39
421.00,185.00,264.00,4266.51
500.00,162.00,264.00,530.33
458.00,145.00,264.00,530.33
559.00,97.00,264.00,530.33
592.00,83.00,264.00,1776.58
603.00,74.00,264.00,1152.44
610.00,67.00,264.00,1060.66
536.00,62.00,264.00,2730.04
527.00,54.00,264.00,901.39
440.00,39.00,264.00,1875.00
405.00,307.00,265.00,5153.88
474.00,264.00,265.00,4229.73
409.00,241.00,265.00,883.88
427.00,211.00,265.00,2304.89
378.00,205.00,265.00,1802.78
461.00,195.00,265.00,4100.30
455.00,187.00,265.00,530.33
490.00,184.00,265.00,1425.22
389.00,183.00,265.00,4962.36
513.00,172.00,265.00,1060.66
466.00,114.00,265.00,1414.21
476.00,105.00,265.00,2601.08
398.00,93.00,265.00,4056.25
507.00,87.00,265.00,2211.48
632.00,51.00,265.00,3535.53
541.00,16.00,265.00,4160.83
665.00,11.00,265.00,4433.54
370.00,336.00,266.00,4257.35
495.00,255.00,266.00,800.39
449.00,215.00,266.00,4705.38
366.00,179.00,266.00,3094.85
457.00,175.00,266.00,4001.95
493.00,167.00,266.00,2150.58
463.00,148.00,266.00,4692.08
502.00,137.00,266.00,3676.36
472.00,131.00,266.00,3023.35
349.00,63.00,266.00,4626.69
449.00,189.00,267.00,4275.66
435.00,110.00,267.00,4331.93
313.00,44.00,267.00,4786.05
578.00,557.00,268.00,1250.00
575.00,550.00,268.00,625.00
538.00,535.00,268.00,901.39
607.00,512.00,268.00,1185.85
545.00,522.00,268.00,530.33
539.00,511.00,268.00,838.53
443.00,206.00,268.00,4577.46
513.00,194.00,268.00,1600.78
503.00,131.00,268.00,3186.89
307.00,30.00,268.00,3271.56
575.00,550.00,269.00,4926.02
619.00,428.00,269.00,1590.99
450.00,225.00,269.00,1060.66
595.00,85.00,269.00,883.88
519.00,181.00,270.00,530.33
537.00,182.00,270.00,530.33
538.00,181.00,270.00,530.33
574.00,196.00,272.00,728.87
565.00,134.00,272.00,3729.11
497.00,140.00,272.00,728.87
518.00,181.00,273.00,625.00
551.00,153.00,273.00,530.33
493.00,108.00,273.00,3363.41
568.00,167.00,274.00,3729.11
544.00,179.00,275.00,800.39
544.00,132.00,275.00,2034.85
548.00,171.00,276.00,530.33
569.00,105.00,276.00,3448.28
509.00,226.00,277.00,3575.09
513.00,214.00,277.00,625.00
543.00,155.00,277.00,530.33
527.00,185.00,277.00,707.11
504.00,147.00,277.00,901.39
502.00,142.00,277.00,530.33
497.00,126.00,277.00,2211.48
465.00,119.00,277.00,3300.09
600.00,101.00,277.00,4650.27
511.00,83.00,277.00,3676.36
531.00,214.00,278.00,2304.89
544.00,177.00,278.00,1179.25
553.00,172.00,278.00,1505.20
538.00,129.00,278.00,2657.54
504.00,79.00,278.00,530.33
444.00,132.00,279.00,4422.95
442.00,124.00,279.00,838.53
534.00,118.00,279.00,728.87
510.00,187.00,280.00,3448.28
424.00,136.00,280.00,3539.95
498.00,124.00,280.00,2034.85
408.00,145.00,281.00,2481.18
571.00,177.00,282.00,3005.20
393.00,158.00,282.00,1237.44
572.00,171.00,283.00,1505.20
499.00,157.00,283.00,530.33
574.00,164.00,284.00,3633.61
479.00,139.00,284.00,3889.09
508.00,133.00,285.00,2401.17
477.00,139.00,287.00,1328.77
492.00,199.00,291.00,3010.40
496.00,187.00,291.00,530.33
474.00,172.00,294.00,2150.58
502.00,137.00,294.00,530.33
508.00,149.00,295.00,2034.85
506.00,130.00,296.00,1908.04
478.00,163.00,297.00,3363.41
466.00,223.00,298.00,3186.89
604.00,185.00,298.00,2325.13
513.00,124.00,298.00,2576.94
502.00,229.00,301.00,1060.66
482.00,183.00,301.00,530.33
427.00,109.00,301.00,1237.44
548.00,172.00,304.00,2050.15
623.00,251.00,306.00,800.39
559.00,212.00,306.00,530.33
565.00,210.00,306.00,1328.77
569.00,130.00,306.00,1152.44
503.00,153.00,307.00,2752.84
620.00,208.00,308.00,3905.12
498.00,146.00,308.00,1505.20
593.00,146.00,308.00,3010.40
572.00,170.00,308.00,530.33
547.00,135.00,308.00,530.33
606.00,131.00,308.00,2150.58
555.00,116.00,308.00,1525.82
490.00,111.00,308.00,625.00
548.00,112.00,308.00,1007.78
592.00,201.00,309.00,530.33
562.00,200.00,309.00,1944.54
