cx,cy,n,v
482.00,216.00,27.00,530.33
498.00,211.00,27.00,3259.60
512.00,208.00,28.00,1736.56
579.00,165.00,28.00,1328.77
597.00,268.00,29.00,3414.13
639.00,181.00,29.00,2211.48
583.00,301.00,30.00,3475.36
572.00,187.00,31.00,3553.17
607.00,177.00,31.00,1858.26
589.00,249.00,35.00,2474.87
565.00,240.00,35.00,2225.56
584.00,171.00,35.00,2500.00
528.00,255.00,36.00,2211.48
579.00,228.00,36.00,1152.44
577.00,220.00,36.00,707.11
583.00,175.00,36.00,976.28
640.00,261.00,37.00,1152.44
584.00,209.00,37.00,530.33
582.00,204.00,37.00,707.11
591.00,203.00,37.00,625.00
566.00,204.00,37.00,3005.20
638.00,169.00,37.00,530.33
656.00,169.00,37.00,1505.20
630.00,161.00,37.00,2401.17
610.00,148.00,37.00,3365.73
582.00,132.00,37.00,3377.31
649.00,261.00,39.00,4304.79
573.00,213.00,39.00,1600.78
591.00,223.00,39.00,530.33
593.00,222.00,39.00,625.00
656.00,178.00,39.00,4881.41
659.00,170.00,39.00,800.39
534.00,146.00,39.00,2298.10
612.00,97.00,39.00,2211.48
566.00,170.00,40.00,1944.54
618.00,244.00,41.00,901.39
598.00,232.00,41.00,1681.70
550.00,215.00,41.00,2564.79
587.00,206.00,41.00,530.33
586.00,205.00,41.00,530.33
640.00,145.00,41.00,1328.77
580.00,215.00,42.00,3502.23
652.00,184.00,42.00,1858.26
615.00,177.00,42.00,530.33
618.00,168.00,42.00,1590.99
649.00,193.00,43.00,2657.54
579.00,152.00,43.00,4626.69
575.00,154.00,43.00,976.28
563.00,112.00,43.00,530.33
603.00,237.00,44.00,2211.48
632.00,186.00,44.00,530.33
586.00,185.00,44.00,625.00
595.00,161.00,44.00,625.00
594.00,159.00,44.00,530.33
589.00,159.00,44.00,530.33
568.00,115.00,44.00,3300.09
544.00,58.00,44.00,4192.63
588.00,274.00,45.00,2304.89
635.00,259.00,45.00,530.33
602.00,261.00,45.00,2128.67
623.00,243.00,45.00,1581.14
591.00,220.00,45.00,1060.66
652.00,216.00,45.00,1944.54
577.00,213.00,45.00,3025.93
554.00,202.00,45.00,2298.10
650.00,182.00,45.00,3300.09
625.00,127.00,45.00,3970.60
677.00,126.00,45.00,4229.73
630.00,288.00,46.00,4086.95
575.00,249.00,46.00,1600.78
571.00,177.00,46.00,4257.35
663.00,166.00,46.00,3104.94
577.00,134.00,46.00,2015.56
628.00,98.00,46.00,3779.05
661.00,65.00,46.00,4160.83
621.00,174.00,47.00,2388.12
642.00,169.00,47.00,3271.56
548.00,166.00,47.00,3809.94
599.00,257.00,48.00,3644.34
632.00,242.00,48.00,1505.20
648.00,236.00,48.00,1858.26
659.00,213.00,48.00,2481.18
542.00,204.00,48.00,976.28
662.00,185.00,48.00,976.28
590.00,211.00,48.00,1152.44
571.00,158.00,48.00,5233.61
622.00,271.00,49.00,625.00
597.00,275.00,49.00,3816.08
603.00,252.00,49.00,883.88
603.00,246.00,49.00,530.33
673.00,190.00,49.00,4229.73
607.00,173.00,49.00,3154.86
621.00,279.00,50.00,3186.89
543.00,275.00,50.00,2950.11
579.00,261.00,50.00,4952.90
683.00,245.00,50.00,3644.34
596.00,171.00,50.00,530.33
607.00,164.00,50.00,4177.69
574.00,288.00,51.00,1600.78
618.00,277.00,51.00,707.11
653.00,268.00,51.00,3051.64
625.00,273.00,51.00,4862.16
625.00,267.00,51.00,625.00
634.00,249.00,51.00,2388.12
595.00,154.00,51.00,1457.74
629.00,330.00,52.00,2775.45
607.00,264.00,52.00,2850.44
607.00,261.00,52.00,530.33
710.00,258.00,52.00,3913.12
651.00,258.00,52.00,3363.41
630.00,252.00,52.00,1505.20
618.00,246.00,52.00,3475.36
616.00,245.00,52.00,625.00
615.00,243.00,52.00,530.33
655.00,219.00,52.00,3716.52
541.00,197.00,52.00,2741.46
645.00,192.00,52.00,3094.85
553.00,173.00,52.00,530.33
661.00,162.00,52.00,2388.12
585.00,137.00,52.00,2675.12
540.00,127.00,52.00,2034.85
547.00,99.00,52.00,1352.08
656.00,262.00,53.00,2752.84
648.00,243.00,53.00,1505.20
617.00,229.00,53.00,800.39
578.00,233.00,53.00,3457.33
673.00,217.00,53.00,2651.65
665.00,202.00,53.00,2211.48
640.00,189.00,53.00,1802.78
592.00,156.00,53.00,1566.25
689.00,159.00,53.00,5100.55
662.00,146.00,53.00,976.28
621.00,147.00,53.00,1068.00
651.00,130.00,53.00,2675.12
624.00,115.00,53.00,1952.56
581.00,123.00,53.00,6496.39
641.00,242.00,54.00,4808.85
547.00,208.00,54.00,3457.33
656.00,199.00,54.00,2928.84
637.00,181.00,54.00,2388.12
738.00,183.00,54.00,4246.32
672.00,176.00,54.00,3358.76
712.00,282.00,55.00,4784.41
694.00,211.00,55.00,3281.10
559.00,196.00,55.00,2401.17
668.00,188.00,55.00,2657.54
519.00,181.00,55.00,1776.58
665.00,178.00,55.00,625.00
567.00,174.00,55.00,1352.08
638.00,189.00,55.00,1414.21
639.00,185.00,55.00,530.33
596.00,184.00,55.00,707.11
640.00,182.00,55.00,530.33
588.00,176.00,55.00,625.00
585.00,171.00,55.00,1600.78
576.00,159.00,55.00,530.33
698.00,148.00,55.00,3201.56
596.00,130.00,55.00,2215.01
617.00,29.00,55.00,728.87
643.00,256.00,56.00,1352.08
654.00,209.00,56.00,1250.00
652.00,189.00,56.00,2121.32
637.00,208.00,56.00,530.33
650.00,167.00,56.00,5215.66
672.00,312.00,57.00,4100.30
574.00,297.00,57.00,3988.26
693.00,274.00,57.00,1060.66
645.00,224.00,57.00,2388.12
576.00,196.00,57.00,3363.41
659.00,170.00,57.00,530.33
738.00,310.00,58.00,4508.67
738.00,282.00,58.00,4550.07
666.00,230.00,58.00,3363.41
554.00,191.00,58.00,4433.54
622.00,155.00,58.00,2481.18
631.00,261.00,59.00,3448.28
673.00,234.00,59.00,2850.44
671.00,234.00,59.00,625.00
572.00,225.00,59.00,2474.87
634.00,139.00,59.00,2211.48
605.00,240.00,60.00,883.88
635.00,273.00,61.00,1952.56
572.00,230.00,62.00,1525.82
558.00,204.00,62.00,2651.65
586.00,170.00,62.00,4250.00
599.00,157.00,62.00,1007.78
593.00,256.00,63.00,530.33
580.00,254.00,63.00,2564.79
597.00,240.00,63.00,2304.89
633.00,219.00,63.00,1075.29
638.00,216.00,63.00,530.33
576.00,193.00,63.00,707.11
574.00,182.00,63.00,3605.55
595.00,112.00,63.00,3850.73
547.00,233.00,64.00,3535.53
572.00,179.00,64.00,2481.18
586.00,167.00,64.00,976.28
588.00,144.00,64.00,4544.91
634.00,248.00,65.00,2388.12
571.00,184.00,65.00,1152.44
579.00,117.00,65.00,3605.55
573.00,155.00,66.00,3281.10
572.00,103.00,66.00,1286.95
597.00,235.00,67.00,2121.32
680.00,214.00,67.00,4155.19
715.00,190.00,67.00,1858.26
622.00,250.00,68.00,883.88
582.00,244.00,68.00,707.11
540.00,178.00,68.00,1250.00
600.00,255.00,69.00,883.88
567.00,249.00,69.00,1525.82
626.00,233.00,69.00,2150.58
569.00,139.00,69.00,901.39
593.00,192.00,70.00,530.33
587.00,214.00,71.00,1075.29
657.00,248.00,72.00,3025.93
659.00,242.00,72.00,530.33
521.00,243.00,72.00,3094.85
536.00,222.00,72.00,2657.54
648.00,205.00,72.00,530.33
610.00,180.00,72.00,1952.56
631.00,173.00,72.00,530.33
532.00,176.00,72.00,2388.12
584.00,205.00,72.00,530.33
568.00,190.00,72.00,707.11
545.00,153.00,72.00,4331.93
647.00,121.00,72.00,2304.89
627.00,265.00,73.00,4201.93
548.00,212.00,73.00,2298.10
689.00,190.00,73.00,1250.00
649.00,239.00,73.00,530.33
632.00,218.00,73.00,707.11
633.00,216.00,73.00,530.33
637.00,212.00,73.00,530.33
639.00,208.00,73.00,800.39
636.00,200.00,73.00,530.33
623.00,162.00,73.00,3025.93
656.00,143.00,73.00,625.00
627.00,306.00,74.00,3502.23
665.00,233.00,74.00,3801.73
658.00,218.00,75.00,1845.60
694.00,172.00,75.00,901.39
636.00,206.00,76.00,530.33
587.00,176.00,76.00,4725.26
671.00,153.00,76.00,3087.27
637.00,192.00,77.00,530.33
630.00,308.00,78.00,530.33
626.00,311.00,78.00,2675.12
613.00,284.00,78.00,2225.56
604.00,278.00,78.00,1457.74
608.00,262.00,78.00,1858.26
582.00,217.00,78.00,1600.78
663.00,180.00,78.00,4868.59
661.00,179.00,78.00,530.33
650.00,168.00,78.00,530.33
583.00,160.00,78.00,530.33
567.00,221.00,79.00,4403.48
571.00,166.00,79.00,625.00
562.00,237.00,80.00,976.28
587.00,226.00,80.00,707.11
547.00,231.00,80.00,3400.37
563.00,186.00,80.00,530.33
598.00,228.00,80.00,976.28
562.00,160.00,80.00,3676.36
531.00,226.00,81.00,2128.67
647.00,187.00,81.00,530.33
640.00,178.00,81.00,2657.54
659.00,173.00,81.00,3201.56
585.00,213.00,81.00,530.33
568.00,212.00,81.00,625.00
566.00,211.00,81.00,530.33
568.00,192.00,81.00,3242.78
565.00,173.00,81.00,1286.95
604.00,168.00,81.00,530.33
563.00,168.00,81.00,530.33
600.00,173.00,81.00,2481.18
603.00,162.00,81.00,728.87
584.00,147.00,81.00,530.33
579.00,150.00,81.00,1179.25
615.00,117.00,81.00,625.00
608.00,120.00,81.00,1820.03
545.00,121.00,81.00,2877.72
514.00,257.00,82.00,1525.82
576.00,228.00,82.00,530.33
592.00,225.00,82.00,800.39
628.00,195.00,82.00,800.39
521.00,200.00,82.00,4140.12
638.00,187.00,82.00,3457.33
581.00,196.00,82.00,530.33
612.00,144.00,82.00,2564.79
596.00,141.00,82.00,2576.94
554.00,144.00,82.00,3809.94
597.00,62.00,82.00,901.39
590.00,62.00,82.00,1457.74
556.00,69.00,82.00,3644.34
497.00,251.00,83.00,883.88
562.00,241.00,83.00,1600.78
497.00,240.00,83.00,1457.74
668.00,222.00,83.00,3400.37
666.00,215.00,83.00,530.33
545.00,180.00,83.00,530.33
528.00,175.00,83.00,2675.12
591.00,198.00,83.00,530.33
537.00,136.00,83.00,4373.21
534.00,1.00,83.00,530.33
580.00,263.00,84.00,625.00
679.00,258.00,84.00,3625.00
682.00,252.00,84.00,530.33
546.00,216.00,84.00,1952.56
560.00,215.00,84.00,2388.12
545.00,204.00,84.00,1789.73
509.00,198.00,84.00,4725.26
590.00,180.00,84.00,530.33
541.00,188.00,84.00,3225.87
540.00,181.00,84.00,530.33
563.00,168.00,84.00,3475.36
553.00,314.00,85.00,2833.95
608.00,247.00,85.00,1075.29
639.00,209.00,85.00,2050.15
640.00,188.00,85.00,4201.93
600.00,172.00,85.00,1425.22
541.00,161.00,85.00,3281.10
563.00,227.00,86.00,2404.42
644.00,205.00,86.00,1952.56
665.00,180.00,86.00,1118.03
597.00,203.00,86.00,530.33
615.00,176.00,86.00,625.00
645.00,163.00,86.00,976.28
631.00,165.00,86.00,2298.10
593.00,165.00,86.00,1677.05
621.00,150.00,86.00,2401.17
663.00,297.00,87.00,2564.79
733.00,263.00,87.00,3779.05
660.00,257.00,87.00,1952.56
562.00,228.00,87.00,2918.15
539.00,222.00,87.00,2741.46
573.00,203.00,87.00,707.11
648.00,175.00,87.00,1600.78
600.00,159.00,87.00,530.33
666.00,125.00,87.00,5340.00
621.00,160.00,88.00,3300.09
577.00,152.00,88.00,2225.56
544.00,90.00,88.00,625.00
607.00,87.00,88.00,3132.49
588.00,193.00,89.00,3475.36
533.00,188.00,89.00,2304.89
538.00,148.00,89.00,1425.22
518.00,104.00,89.00,2981.72
583.00,173.00,90.00,3365.73
466.00,123.00,90.00,3553.17
586.00,222.00,91.00,1767.77
585.00,214.00,91.00,1250.00
555.00,202.00,91.00,5942.43
589.00,191.00,91.00,530.33
612.00,176.00,91.00,530.33
588.00,172.00,91.00,1600.78
597.00,167.00,91.00,1700.18
583.00,146.00,91.00,3225.87
552.00,254.00,92.00,1681.70
566.00,245.00,92.00,1352.08
544.00,228.00,92.00,1952.56
463.00,215.00,92.00,5648.56
571.00,207.00,92.00,1457.74
531.00,199.00,92.00,3432.38
548.00,177.00,92.00,3801.73
670.00,161.00,92.00,1505.20
571.00,161.00,92.00,3225.87
704.00,158.00,92.00,2918.15
617.00,146.00,92.00,2298.10
667.00,143.00,92.00,2401.17
592.00,120.00,92.00,2481.18
588.00,246.00,93.00,2298.10
572.00,239.00,93.00,1875.00
634.00,237.00,93.00,4094.58
659.00,225.00,93.00,1677.05
638.00,218.00,93.00,1075.29
660.00,210.00,93.00,707.11
620.00,175.00,93.00,2981.72
571.00,176.00,93.00,1075.29
601.00,139.00,93.00,838.53
659.00,125.00,93.00,625.00
711.00,91.00,93.00,3650.77
595.00,247.00,94.00,1858.26
539.00,252.00,94.00,3539.95
738.00,241.00,94.00,2657.54
573.00,236.00,94.00,3650.77
567.00,238.00,94.00,530.33
646.00,211.00,94.00,2253.47
611.00,182.00,94.00,530.33
599.00,230.00,94.00,625.00
582.00,200.00,94.00,530.33
581.00,198.00,94.00,838.53
572.00,191.00,94.00,976.28
577.00,184.00,94.00,1845.60
581.00,163.00,94.00,530.33
643.00,136.00,94.00,3411.84
658.00,267.00,95.00,2481.18
627.00,242.00,95.00,1414.21
584.00,240.00,95.00,2225.56
638.00,203.00,95.00,1237.44
591.00,163.00,95.00,1858.26
610.00,153.00,95.00,530.33
615.00,144.00,95.00,530.33
595.00,141.00,95.00,1075.29
601.00,139.00,95.00,800.39
609.00,142.00,95.00,1741.05
652.00,418.00,96.00,6013.01
652.00,403.00,96.00,728.87
689.00,304.00,96.00,3826.31
564.00,225.00,96.00,2128.67
701.00,208.00,96.00,1525.82
627.00,176.00,96.00,976.28
595.00,66.00,96.00,4945.01
662.00,488.00,97.00,5318.01
707.00,323.00,97.00,4162.71
543.00,219.00,97.00,2915.48
565.00,169.00,97.00,3475.36
674.00,542.00,98.00,2576.94
581.00,222.00,99.00,3300.09
605.00,259.00,100.00,530.33
588.00,295.00,101.00,1566.25
598.00,270.00,101.00,901.39
547.00,243.00,101.00,1060.66
652.00,228.00,101.00,530.33
539.00,205.00,101.00,1505.20
611.00,185.00,101.00,1075.29
583.00,163.00,101.00,3328.38
589.00,259.00,102.00,883.88
647.00,256.00,102.00,707.11
638.00,251.00,102.00,1590.99
606.00,249.00,102.00,2211.48
630.00,241.00,102.00,2388.12
500.00,202.00,102.00,1952.56
587.00,173.00,102.00,1681.70
584.00,280.00,103.00,707.11
664.00,264.00,103.00,4246.32
639.00,199.00,103.00,3125.00
608.00,174.00,104.00,1457.74
636.00,252.00,105.00,530.33
622.00,250.00,105.00,976.28
659.00,198.00,105.00,530.33
630.00,182.00,105.00,530.33
649.00,222.00,106.00,800.39
665.00,224.00,107.00,1414.21
648.00,243.00,108.00,1414.21
632.00,234.00,108.00,1152.44
577.00,205.00,108.00,1944.54
523.00,193.00,108.00,1681.70
603.00,179.00,108.00,2481.18
594.00,146.00,108.00,3691.21
656.00,257.00,109.00,3125.00
586.00,184.00,109.00,1681.70
580.00,199.00,110.00,2828.43
540.00,190.00,110.00,1776.58
588.00,186.00,110.00,4160.83
643.00,223.00,111.00,707.11
651.00,210.00,111.00,1525.82
641.00,222.00,112.00,2121.32
610.00,159.00,112.00,2657.54
595.00,160.00,112.00,3051.64
585.00,179.00,113.00,3281.10
597.00,269.00,114.00,2298.10
579.00,194.00,114.00,2474.87
652.00,196.00,115.00,3181.98
614.00,137.00,115.00,3154.86
641.00,130.00,115.00,3537.74
649.00,187.00,118.00,2752.84
663.00,147.00,118.00,530.33
580.00,228.00,119.00,800.39
551.00,233.00,120.00,3377.31
633.00,253.00,121.00,4126.89
629.00,251.00,121.00,625.00
642.00,232.00,121.00,530.33
528.00,242.00,121.00,3716.52
636.00,234.00,121.00,2500.00
539.00,185.00,121.00,1776.58
602.00,181.00,121.00,2500.00
544.00,234.00,122.00,1802.78
659.00,229.00,122.00,1858.26
571.00,256.00,123.00,976.28
553.00,235.00,123.00,3712.31
605.00,234.00,123.00,530.33
518.00,281.00,124.00,1802.78
592.00,257.00,124.00,2211.48
667.00,241.00,124.00,3809.94
628.00,229.00,124.00,800.39
495.00,227.00,124.00,1736.56
487.00,205.00,124.00,2576.94
591.00,241.00,124.00,530.33
589.00,240.00,124.00,530.33
542.00,169.00,124.00,1875.00
602.00,168.00,124.00,2304.89
592.00,154.00,124.00,1397.54
578.00,103.00,124.00,2388.12
661.00,443.00,125.00,6317.14
604.00,400.00,125.00,3125.00
658.00,394.00,125.00,2481.18
666.00,206.00,125.00,2050.15
636.00,238.00,125.00,707.11
540.00,211.00,125.00,530.33
537.00,211.00,125.00,976.28
557.00,208.00,125.00,728.87
609.00,181.00,125.00,530.33
670.00,178.00,125.00,883.88
599.00,175.00,125.00,1250.00
651.00,168.00,125.00,707.11
643.00,166.00,125.00,1505.20
588.00,110.00,125.00,3579.46
595.00,237.00,126.00,1776.58
496.00,217.00,126.00,3605.55
506.00,203.00,126.00,1328.77
508.00,181.00,126.00,4081.21
628.00,242.00,127.00,625.00
622.00,242.00,127.00,2576.94
578.00,235.00,127.00,2150.58
465.00,222.00,127.00,3893.10
671.00,163.00,127.00,1328.77
573.00,137.00,127.00,625.00
670.00,307.00,128.00,530.33
656.00,277.00,128.00,2918.15
632.00,271.00,128.00,3125.00
698.00,246.00,128.00,3482.10
647.00,220.00,128.00,625.00
431.00,220.00,128.00,3716.52
432.00,213.00,128.00,530.33
664.00,218.00,128.00,3625.00
590.00,189.00,128.00,1237.44
586.00,136.00,128.00,4229.73
694.00,276.00,129.00,3633.61
697.00,256.00,129.00,3087.27
651.00,243.00,129.00,3553.17
650.00,201.00,129.00,2481.18
650.00,199.00,129.00,883.88
723.00,181.00,129.00,4257.35
661.00,179.00,129.00,4802.34
734.00,272.00,130.00,3809.94
639.00,200.00,130.00,530.33
665.00,189.00,130.00,1425.22
741.00,319.00,131.00,4192.63
558.00,242.00,131.00,1736.56
581.00,191.00,131.00,976.28
635.00,175.00,131.00,1858.26
576.00,166.00,131.00,2015.56
608.00,233.00,131.00,800.39
587.00,198.00,131.00,530.33
623.00,318.00,132.00,4759.86
606.00,277.00,132.00,2850.44
550.00,271.00,132.00,1525.82
622.00,266.00,132.00,2481.18
695.00,266.00,132.00,3850.73
579.00,253.00,132.00,625.00
509.00,255.00,132.00,3448.28
655.00,218.00,132.00,3186.89
566.00,192.00,132.00,3125.00
581.00,180.00,132.00,3575.09
609.00,142.00,132.00,3473.11
594.00,108.00,132.00,901.39
600.00,107.00,132.00,976.28
568.00,111.00,132.00,4138.24
622.00,310.00,133.00,2095.38
549.00,272.00,133.00,3625.00
627.00,244.00,133.00,976.28
609.00,193.00,133.00,176.78
609.00,127.00,133.00,2481.18
639.00,270.00,134.00,1425.22
624.00,250.00,134.00,530.33
635.00,105.00,134.00,1352.08
636.00,273.00,136.00,2186.61
649.00,261.00,136.00,1075.29
622.00,259.00,136.00,530.33
636.00,259.00,136.00,625.00
630.00,259.00,136.00,800.39
587.00,225.00,136.00,530.33
586.00,223.00,136.00,530.33
660.00,187.00,136.00,2401.17
641.00,150.00,136.00,1286.95
602.00,255.00,137.00,530.33
668.00,221.00,137.00,1767.77
638.00,262.00,137.00,625.00
602.00,165.00,137.00,2564.79
620.00,152.00,137.00,3691.21
602.00,140.00,137.00,2833.95
557.00,264.00,138.00,1414.21
645.00,259.00,138.00,1328.77
571.00,252.00,138.00,1590.99
656.00,239.00,138.00,530.33
516.00,226.00,138.00,2050.15
524.00,222.00,138.00,1152.44
599.00,225.00,138.00,707.11
658.00,345.00,139.00,3321.33
468.00,325.00,139.00,1681.70
459.00,320.00,139.00,1425.22
483.00,324.00,139.00,5233.61
589.00,308.00,139.00,2348.54
649.00,300.00,139.00,2225.56
650.00,300.00,139.00,707.11
586.00,294.00,139.00,1075.29
593.00,292.00,139.00,728.87
602.00,294.00,139.00,2683.86
566.00,291.00,139.00,2150.58
540.00,234.00,139.00,530.33
670.00,226.00,139.00,1068.00
685.00,223.00,139.00,3025.93
520.00,203.00,139.00,728.87
675.00,197.00,139.00,2918.15
494.00,184.00,139.00,1700.18
729.00,179.00,139.00,4976.51
573.00,166.00,139.00,530.33
673.00,160.00,139.00,707.11
657.00,177.00,139.00,6155.54
538.00,258.00,139.00,530.33
617.00,238.00,139.00,1463.09
558.00,232.00,139.00,530.33
591.00,213.00,139.00,1858.26
593.00,169.00,139.00,625.00
769.00,155.00,139.00,2034.85
673.00,122.00,139.00,800.39
607.00,103.00,139.00,3087.27
457.00,75.00,139.00,2576.94
611.00,54.00,139.00,2304.89
588.00,413.00,140.00,4924.43
427.00,369.00,140.00,5126.52
366.00,358.00,140.00,6001.30
644.00,327.00,140.00,4451.12
709.00,315.00,140.00,4596.19
426.00,302.00,140.00,4772.97
518.00,269.00,140.00,3365.73
623.00,286.00,140.00,1237.44
709.00,251.00,140.00,901.39
660.00,252.00,140.00,1952.56
677.00,235.00,140.00,1179.25
599.00,282.00,140.00,625.00
657.00,235.00,140.00,3625.00
691.00,221.00,140.00,1767.77
533.00,207.00,140.00,3125.00
533.00,197.00,140.00,530.33
611.00,242.00,140.00,728.87
610.00,239.00,140.00,530.33
653.00,202.00,140.00,4162.71
562.00,204.00,140.00,4529.42
590.00,197.00,140.00,3201.56
415.00,190.00,140.00,3850.73
621.00,185.00,140.00,2850.44
741.00,166.00,140.00,2298.10
701.00,155.00,140.00,5306.25
589.00,133.00,140.00,2564.79
637.00,129.00,140.00,2809.03
716.00,110.00,140.00,4626.69
730.00,71.00,140.00,5602.73
705.00,72.00,140.00,5659.62
747.00,60.00,140.00,5954.25
752.00,49.00,140.00,883.88
653.00,4.00,140.00,728.87
765.00,1.00,140.00,951.97
589.00,431.00,141.00,2015.56
471.00,371.00,141.00,5045.11
630.00,353.00,141.00,901.39
558.00,360.00,141.00,3448.28
601.00,351.00,141.00,2298.10
605.00,334.00,141.00,1060.66
752.00,331.00,141.00,530.33
718.00,336.00,141.00,5702.25
722.00,329.00,141.00,530.33
562.00,328.00,141.00,901.39
476.00,318.00,141.00,4422.95
512.00,315.00,141.00,4242.64
480.00,284.00,141.00,4155.19
570.00,282.00,141.00,3676.36
613.00,276.00,141.00,625.00
614.00,271.00,141.00,530.33
611.00,260.00,141.00,1352.08
612.00,254.00,141.00,625.00
677.00,236.00,141.00,3729.11
509.00,225.00,141.00,2576.94
673.00,212.00,141.00,530.33
663.00,198.00,141.00,4069.71
579.00,186.00,141.00,5408.33
735.00,107.00,141.00,3816.08
647.00,91.00,141.00,3502.23
745.00,72.00,141.00,4506.94
780.00,15.00,141.00,6656.76
440.00,409.00,142.00,4705.38
582.00,401.00,142.00,5816.20
531.00,386.00,142.00,4001.95
622.00,370.00,142.00,4081.21
449.00,338.00,142.00,728.87
466.00,347.00,142.00,3605.55
635.00,340.00,142.00,3710.21
461.00,317.00,142.00,2704.16
581.00,341.00,142.00,625.00
459.00,294.00,142.00,3300.09
626.00,286.00,142.00,3328.38
603.00,266.00,142.00,3225.87
581.00,232.00,142.00,3281.10
637.00,195.00,142.00,707.11
580.00,195.00,142.00,4609.77
