cx,cy,n,v
465.00,286.00,146.00,4339.14
583.00,281.00,146.00,3448.28
605.00,269.00,146.00,2657.54
553.00,231.00,146.00,530.33
520.00,371.00,147.00,625.00
523.00,363.00,147.00,1118.03
487.00,336.00,147.00,1060.66
471.00,321.00,147.00,530.33
450.00,281.00,147.00,4162.71
516.00,264.00,147.00,625.00
531.00,261.00,147.00,530.33
520.00,249.00,147.00,530.33
514.00,249.00,147.00,625.00
520.00,242.00,147.00,530.33
582.00,279.00,149.00,1875.00
503.00,260.00,149.00,800.39
528.00,374.00,150.00,2150.58
510.00,360.00,150.00,625.00
561.00,353.00,150.00,1397.54
492.00,335.00,150.00,2304.89
495.00,374.00,151.00,2050.15
573.00,361.00,151.00,2918.15
576.00,348.00,151.00,530.33
598.00,327.00,151.00,4529.42
586.00,314.00,151.00,1007.78
495.00,278.00,151.00,2828.43
464.00,271.00,151.00,3553.17
559.00,243.00,151.00,2741.46
557.00,207.00,151.00,2050.15
588.00,308.00,152.00,1629.80
572.00,306.00,152.00,800.39
578.00,272.00,152.00,1875.00
568.00,162.00,153.00,4396.38
572.00,140.00,153.00,625.00
455.00,256.00,155.00,1250.00
494.00,321.00,156.00,1007.78
492.00,301.00,156.00,1152.44
548.00,360.00,156.00,625.00
557.00,264.00,156.00,530.33
499.00,294.00,157.00,2564.79
525.00,266.00,157.00,530.33
549.00,238.00,157.00,625.00
483.00,327.00,158.00,728.87
522.00,247.00,158.00,3377.31
476.00,347.00,159.00,2325.13
616.00,333.00,159.00,1629.80
459.00,314.00,159.00,1566.25
569.00,209.00,159.00,3457.33
563.00,344.00,160.00,1590.99
580.00,370.00,162.00,2741.46
494.00,293.00,162.00,1328.77
607.00,354.00,163.00,1425.22
533.00,271.00,163.00,1600.78
559.00,266.00,163.00,1629.80
558.00,241.00,163.00,2298.10
526.00,377.00,164.00,4081.21
455.00,312.00,164.00,1286.95
604.00,194.00,164.00,4266.51
524.00,404.00,165.00,4177.69
487.00,324.00,165.00,1457.74
563.00,283.00,165.00,530.33
571.00,362.00,166.00,2080.41
490.00,315.00,166.00,5202.16
527.00,259.00,166.00,1457.74
551.00,224.00,166.00,3475.36
500.00,258.00,167.00,4257.35
563.00,384.00,167.00,530.33
561.00,375.00,167.00,530.33
568.00,334.00,167.00,530.33
565.00,408.00,168.00,3281.10
484.00,376.00,168.00,2752.84
614.00,377.00,168.00,5257.44
420.00,322.00,168.00,4257.35
486.00,289.00,168.00,3826.31
474.00,263.00,168.00,3104.94
498.00,397.00,169.00,2034.85
510.00,376.00,169.00,530.33
485.00,379.00,169.00,2034.85
528.00,367.00,169.00,530.33
456.00,302.00,169.00,901.39
483.00,290.00,169.00,625.00
487.00,279.00,169.00,530.33
542.00,416.00,170.00,3923.09
479.00,393.00,170.00,3986.30
499.00,382.00,170.00,1060.66
540.00,379.00,170.00,1328.77
442.00,305.00,170.00,530.33
470.00,311.00,170.00,5221.65
484.00,367.00,170.00,530.33
488.00,347.00,170.00,1152.44
560.00,310.00,170.00,530.33
496.00,291.00,170.00,530.33
540.00,258.00,170.00,530.33
494.00,244.00,170.00,3475.36
467.00,235.00,170.00,4577.46
505.00,421.00,171.00,800.39
483.00,383.00,171.00,3925.08
447.00,370.00,171.00,4926.02
615.00,347.00,171.00,4081.21
582.00,368.00,171.00,530.33
581.00,367.00,171.00,530.33
571.00,321.00,171.00,1075.29
568.00,319.00,171.00,530.33
590.00,313.00,171.00,1007.78
604.00,296.00,171.00,3363.41
453.00,294.00,171.00,3010.40
471.00,277.00,171.00,4257.35
489.00,342.00,171.00,838.53
470.00,337.00,171.00,625.00
564.00,230.00,171.00,2564.79
494.00,229.00,171.00,4651.95
439.00,180.00,171.00,5131.09
604.00,376.00,172.00,1231.11
526.00,407.00,172.00,530.33
479.00,259.00,172.00,1457.74
454.00,351.00,172.00,530.33
567.00,226.00,172.00,800.39
568.00,209.00,172.00,3779.05
521.00,187.00,172.00,3259.60
557.00,410.00,173.00,1250.00
520.00,390.00,173.00,2325.13
477.00,353.00,173.00,2481.18
458.00,341.00,173.00,3553.17
454.00,335.00,173.00,530.33
602.00,336.00,173.00,3363.41
591.00,320.00,173.00,530.33
475.00,302.00,173.00,1736.56
495.00,296.00,173.00,707.11
500.00,330.00,173.00,530.33
494.00,330.00,173.00,530.33
501.00,256.00,173.00,4160.83
457.00,322.00,174.00,2136.00
482.00,307.00,174.00,883.88
498.00,296.00,174.00,1237.44
552.00,340.00,174.00,625.00
561.00,338.00,174.00,530.33
506.00,268.00,174.00,3300.09
527.00,246.00,174.00,4919.67
527.00,380.00,175.00,1875.00
592.00,361.00,175.00,901.39
492.00,353.00,175.00,1802.78
502.00,334.00,175.00,530.33
553.00,269.00,175.00,530.33
548.00,225.00,175.00,2388.12
469.00,344.00,176.00,4301.16
493.00,309.00,176.00,530.33
566.00,242.00,176.00,530.33
602.00,121.00,176.00,4926.02
598.00,277.00,177.00,4515.60
500.00,266.00,177.00,1908.04
530.00,249.00,177.00,4177.69
513.00,341.00,177.00,530.33
561.00,203.00,177.00,3475.36
480.00,288.00,178.00,1525.82
591.00,285.00,178.00,2741.46
555.00,355.00,178.00,530.33
525.00,349.00,178.00,976.28
570.00,202.00,178.00,3186.89
565.00,347.00,179.00,1845.60
481.00,298.00,179.00,1328.77
532.00,244.00,179.00,530.33
554.00,205.00,179.00,4751.64
555.00,240.00,180.00,4373.21
478.00,379.00,181.00,1767.77
575.00,301.00,181.00,1590.99
474.00,306.00,182.00,530.33
502.00,287.00,182.00,530.33
555.00,346.00,182.00,530.33
566.00,339.00,182.00,625.00
575.00,353.00,183.00,2657.54
589.00,302.00,183.00,625.00
488.00,299.00,183.00,4275.66
597.00,287.00,183.00,901.39
598.00,260.00,183.00,2150.58
496.00,388.00,184.00,1250.00
457.00,384.00,184.00,3094.85
448.00,331.00,184.00,530.33
583.00,297.00,184.00,3377.31
554.00,206.00,184.00,1629.80
391.00,465.00,185.00,4331.93
464.00,410.00,185.00,3457.33
491.00,358.00,185.00,1237.44
465.00,314.00,185.00,1286.95
435.00,300.00,185.00,1179.25
497.00,287.00,185.00,4069.71
498.00,327.00,185.00,530.33
370.00,558.00,186.00,4126.89
451.00,453.00,186.00,3201.56
450.00,441.00,186.00,901.39
420.00,429.00,186.00,3712.31
464.00,374.00,186.00,4001.95
624.00,331.00,186.00,3225.87
613.00,320.00,186.00,2704.16
328.00,310.00,186.00,2401.17
483.00,268.00,186.00,1328.77
508.00,207.00,186.00,530.33
547.00,204.00,186.00,3710.21
505.00,196.00,186.00,2775.45
576.00,299.00,187.00,1075.29
557.00,124.00,187.00,3801.73
487.00,334.00,188.00,1250.00
425.00,304.00,188.00,625.00
435.00,297.00,188.00,3010.40
461.00,264.00,188.00,2741.46
600.00,249.00,188.00,707.11
480.00,254.00,188.00,4577.46
490.00,231.00,188.00,4200.07
467.00,214.00,188.00,2833.95
502.00,295.00,188.00,2833.95
567.00,265.00,188.00,625.00
575.00,217.00,188.00,530.33
516.00,193.00,188.00,2828.43
571.00,329.00,189.00,901.39
682.00,304.00,189.00,5615.27
463.00,292.00,189.00,4506.94
642.00,269.00,189.00,1776.58
493.00,251.00,189.00,3502.23
522.00,240.00,189.00,3457.33
677.00,226.00,189.00,901.39
532.00,272.00,189.00,530.33
617.00,263.00,189.00,625.00
624.00,257.00,189.00,1328.77
600.00,244.00,189.00,530.33
579.00,204.00,189.00,625.00
578.00,171.00,189.00,2515.58
516.00,141.00,189.00,707.11
656.00,153.00,189.00,5478.65
410.00,53.00,189.00,3650.77
482.00,338.00,190.00,3881.04
460.00,320.00,190.00,4353.52
569.00,309.00,190.00,1075.29
488.00,300.00,190.00,4200.07
475.00,282.00,190.00,2150.58
466.00,262.00,190.00,4438.82
586.00,231.00,190.00,530.33
593.00,136.00,190.00,1457.74
659.00,141.00,190.00,4162.71
627.00,86.00,190.00,3676.36
600.00,267.00,191.00,1352.08
561.00,260.00,191.00,3750.00
594.00,198.00,191.00,5028.05
559.00,215.00,192.00,1250.00
591.00,170.00,192.00,1736.56
504.00,364.00,193.00,1152.44
564.00,341.00,193.00,530.33
492.00,287.00,193.00,2918.15
483.00,299.00,194.00,3850.73
574.00,299.00,194.00,800.39
510.00,246.00,194.00,3826.31
555.00,223.00,194.00,3225.87
458.00,342.00,195.00,530.33
604.00,322.00,195.00,1736.56
418.00,321.00,195.00,1152.44
601.00,235.00,195.00,1776.58
376.00,424.00,196.00,3952.85
430.00,377.00,196.00,707.11
593.00,323.00,196.00,3094.85
463.00,314.00,196.00,3377.31
516.00,247.00,196.00,3752.08
438.00,428.00,197.00,4599.59
476.00,380.00,197.00,1152.44
497.00,366.00,197.00,707.11
562.00,349.00,197.00,951.97
437.00,313.00,197.00,4419.42
580.00,305.00,197.00,4596.19
559.00,259.00,197.00,1629.80
572.00,253.00,197.00,530.33
575.00,249.00,197.00,707.11
532.00,209.00,197.00,1736.56
467.00,353.00,198.00,1629.80
455.00,338.00,199.00,3750.00
505.00,274.00,199.00,2950.11
483.00,320.00,201.00,3712.31
556.00,359.00,201.00,530.33
461.00,324.00,202.00,4069.71
560.00,363.00,203.00,1525.82
615.00,345.00,203.00,3801.73
447.00,333.00,203.00,4001.95
552.00,352.00,204.00,1060.66
603.00,346.00,204.00,1425.22
499.00,293.00,204.00,2050.15
521.00,291.00,204.00,2211.48
517.00,281.00,204.00,1007.78
578.00,265.00,204.00,1505.20
535.00,285.00,205.00,2427.06
615.00,277.00,205.00,1952.56
583.00,357.00,206.00,2253.47
469.00,313.00,206.00,2741.46
489.00,220.00,206.00,1976.42
503.00,396.00,207.00,2304.89
474.00,379.00,207.00,1681.70
519.00,376.00,207.00,3010.40
477.00,334.00,207.00,1952.56
478.00,322.00,207.00,2253.47
586.00,310.00,207.00,1858.26
498.00,310.00,207.00,530.33
533.00,264.00,207.00,2481.18
444.00,542.00,208.00,4784.41
432.00,492.00,208.00,1700.18
447.00,336.00,208.00,1007.78
466.00,334.00,208.00,1875.00
581.00,280.00,208.00,707.11
487.00,224.00,208.00,5147.82
508.00,404.00,209.00,3074.59
432.00,385.00,209.00,530.33
460.00,375.00,209.00,3779.05
483.00,308.00,209.00,1952.56
510.00,375.00,209.00,800.39
488.00,374.00,209.00,530.33
523.00,291.00,209.00,1152.44
589.00,283.00,209.00,1152.44
550.00,439.00,210.00,3729.11
493.00,436.00,210.00,4508.67
417.00,401.00,210.00,4776.24
549.00,389.00,210.00,1681.70
531.00,376.00,210.00,530.33
450.00,316.00,210.00,2225.56
466.00,313.00,210.00,2918.15
464.00,368.00,210.00,976.28
475.00,353.00,210.00,625.00
469.00,352.00,210.00,1397.54
513.00,405.00,211.00,1250.00
421.00,386.00,211.00,4331.93
413.00,379.00,211.00,625.00
454.00,374.00,211.00,4978.08
472.00,348.00,211.00,4200.07
572.00,334.00,211.00,707.11
611.00,280.00,211.00,1776.58
451.00,238.00,211.00,3154.86
476.00,460.00,212.00,800.39
483.00,459.00,212.00,1976.42
479.00,444.00,212.00,2928.84
427.00,401.00,212.00,5000.00
557.00,360.00,212.00,1352.08
580.00,354.00,212.00,1457.74
471.00,347.00,212.00,800.39
587.00,333.00,212.00,3074.59
579.00,311.00,212.00,2253.47
462.00,270.00,212.00,530.33
635.00,355.00,213.00,3729.11
641.00,351.00,213.00,530.33
630.00,312.00,213.00,4246.32
516.00,363.00,213.00,1457.74
496.00,324.00,213.00,625.00
489.00,323.00,213.00,530.33
394.00,375.00,214.00,2304.89
578.00,368.00,214.00,1776.58
444.00,371.00,214.00,4626.69
558.00,363.00,214.00,1328.77
601.00,329.00,214.00,951.97
594.00,331.00,214.00,2304.89
574.00,322.00,214.00,2564.79
656.00,304.00,214.00,1845.60
497.00,322.00,215.00,625.00
594.00,254.00,215.00,4825.06
525.00,450.00,216.00,1677.05
447.00,393.00,216.00,1700.18
542.00,395.00,216.00,3475.36
523.00,392.00,216.00,2915.48
487.00,368.00,216.00,1237.44
556.00,303.00,216.00,625.00
420.00,294.00,216.00,3051.64
536.00,268.00,216.00,4868.59
486.00,329.00,216.00,800.39
492.00,319.00,216.00,1352.08
540.00,295.00,216.00,707.11
620.00,220.00,216.00,4962.36
475.00,336.00,217.00,2304.89
445.00,330.00,217.00,4550.07
509.00,283.00,217.00,3779.05
597.00,427.00,218.00,4786.05
581.00,402.00,218.00,1352.08
575.00,383.00,218.00,2500.00
564.00,361.00,218.00,1250.00
451.00,346.00,218.00,3457.33
560.00,348.00,218.00,530.33
497.00,297.00,218.00,4081.21
496.00,289.00,218.00,530.33
634.00,272.00,218.00,5844.33
619.00,299.00,219.00,1525.82
577.00,309.00,219.00,2576.94
487.00,284.00,219.00,530.33
559.00,354.00,220.00,901.39
489.00,326.00,220.00,3104.94
459.00,286.00,220.00,3535.53
543.00,402.00,221.00,2657.54
545.00,390.00,221.00,625.00
596.00,316.00,221.00,2298.10
585.00,287.00,221.00,883.88
462.00,293.00,221.00,2918.15
558.00,283.00,221.00,707.11
510.00,288.00,221.00,3104.94
454.00,271.00,221.00,1060.66
434.00,271.00,221.00,4155.19
590.00,358.00,222.00,2918.15
585.00,346.00,222.00,530.33
490.00,336.00,222.00,1286.95
562.00,274.00,222.00,1328.77
560.00,336.00,223.00,530.33
577.00,315.00,223.00,3826.31
581.00,280.00,223.00,3281.10
556.00,251.00,223.00,1505.20
651.00,329.00,224.00,2833.95
512.00,299.00,224.00,976.28
543.00,419.00,225.00,3502.23
566.00,354.00,226.00,4823.45
578.00,324.00,226.00,3186.89
463.00,278.00,228.00,3025.93
491.00,273.00,228.00,2500.00
527.00,251.00,228.00,2401.17
585.00,410.00,229.00,2564.79
476.00,336.00,229.00,951.97
495.00,331.00,229.00,2427.06
554.00,378.00,229.00,530.33
562.00,368.00,229.00,530.33
561.00,367.00,229.00,530.33
560.00,366.00,229.00,530.33
561.00,354.00,229.00,530.33
533.00,235.00,229.00,1525.82
566.00,418.00,230.00,3094.85
584.00,400.00,230.00,5800.05
587.00,338.00,230.00,800.39
445.00,331.00,230.00,3650.77
575.00,303.00,230.00,530.33
595.00,411.00,231.00,1352.08
541.00,369.00,231.00,625.00
584.00,335.00,231.00,951.97
462.00,331.00,231.00,901.39
417.00,329.00,231.00,1179.25
484.00,286.00,231.00,625.00
496.00,283.00,231.00,707.11
489.00,267.00,231.00,3186.89
601.00,359.00,232.00,901.39
384.00,344.00,232.00,4353.52
482.00,341.00,232.00,3729.11
602.00,314.00,232.00,625.00
623.00,283.00,232.00,2358.50
628.00,274.00,232.00,530.33
482.00,273.00,232.00,1952.56
608.00,269.00,232.00,1414.21
544.00,358.00,232.00,530.33
565.00,432.00,233.00,2833.95
570.00,423.00,233.00,530.33
572.00,379.00,233.00,530.33
499.00,365.00,233.00,1425.22
448.00,359.00,233.00,976.28
473.00,342.00,233.00,2675.12
453.00,314.00,233.00,3475.36
406.00,293.00,233.00,5000.00
609.00,286.00,233.00,2401.17
635.00,264.00,233.00,2833.95
628.00,249.00,233.00,1700.18
465.00,384.00,234.00,901.39
588.00,386.00,234.00,4081.21
460.00,376.00,234.00,1179.25
516.00,366.00,234.00,901.39
418.00,355.00,234.00,4705.38
466.00,342.00,234.00,2183.03
584.00,335.00,234.00,1060.66
595.00,314.00,234.00,1152.44
570.00,312.00,234.00,838.53
621.00,307.00,234.00,1075.29
583.00,314.00,234.00,3850.73
701.00,302.00,234.00,1908.04
511.00,183.00,234.00,530.33
585.00,387.00,235.00,1976.42
563.00,366.00,235.00,1152.44
445.00,364.00,235.00,1767.77
400.00,353.00,235.00,4422.95
432.00,345.00,235.00,4155.19
595.00,335.00,235.00,4081.21
594.00,337.00,235.00,530.33
595.00,333.00,235.00,530.33
486.00,331.00,235.00,2828.43
456.00,425.00,236.00,1237.44
448.00,413.00,236.00,4705.38
588.00,379.00,236.00,2465.39
405.00,375.00,236.00,4339.14
614.00,353.00,236.00,1328.77
606.00,306.00,236.00,3809.94
599.00,296.00,236.00,530.33
462.00,301.00,236.00,3010.40
545.00,284.00,236.00,976.28
486.00,287.00,236.00,2427.06
533.00,272.00,236.00,5131.09
425.00,449.00,237.00,4177.69
591.00,357.00,237.00,1457.74
574.00,352.00,237.00,728.87
608.00,297.00,237.00,3986.30
409.00,475.00,238.00,4339.14
573.00,378.00,238.00,1075.29
660.00,380.00,238.00,2877.72
591.00,364.00,238.00,1397.54
568.00,364.00,238.00,2775.45
499.00,308.00,238.00,1179.25
595.00,310.00,238.00,3893.10
556.00,301.00,238.00,707.11
527.00,271.00,238.00,2401.17
384.00,488.00,239.00,1397.54
620.00,362.00,239.00,5505.68
