cx,cy,n,v
624.00,207.00,253.00,1505.20
480.00,248.00,255.00,3473.11
500.00,233.00,255.00,2128.67
502.00,367.00,257.00,530.33
469.00,349.00,257.00,1414.21
491.00,309.00,257.00,1286.95
534.00,325.00,257.00,1118.03
532.00,358.00,258.00,1802.78
531.00,351.00,258.00,530.33
510.00,321.00,258.00,1185.85
475.00,292.00,259.00,1625.00
487.00,243.00,259.00,625.00
483.00,282.00,259.00,728.87
470.00,280.00,259.00,530.33
487.00,278.00,259.00,1152.44
442.00,232.00,260.00,625.00
515.00,346.00,262.00,3448.28
503.00,320.00,262.00,1741.05
503.00,261.00,262.00,625.00
514.00,248.00,264.00,625.00
522.00,349.00,269.00,2531.06
539.00,340.00,269.00,800.39
626.00,294.00,269.00,1346.29
510.00,246.00,270.00,530.33
584.00,295.00,272.00,625.00
658.00,358.00,275.00,1629.80
589.00,316.00,277.00,1068.00
582.00,267.00,280.00,1397.54
641.00,340.00,281.00,530.33
612.00,274.00,281.00,4475.63
607.00,260.00,281.00,625.00
487.00,258.00,281.00,530.33
519.00,236.00,281.00,530.33
486.00,283.00,282.00,530.33
695.00,268.00,284.00,1625.00
675.00,209.00,284.00,2675.12
649.00,190.00,284.00,1237.44
744.00,256.00,285.00,4025.31
752.00,262.00,286.00,901.39
474.00,385.00,287.00,2752.84
554.00,203.00,287.00,1525.82
547.00,194.00,287.00,800.39
458.00,382.00,288.00,4889.40
599.00,353.00,288.00,3988.26
561.00,177.00,288.00,2348.54
566.00,400.00,289.00,530.33
551.00,402.00,289.00,2853.18
577.00,383.00,289.00,1185.85
561.00,430.00,290.00,5408.33
540.00,419.00,290.00,1231.11
581.00,417.00,290.00,2215.01
473.00,270.00,290.00,530.33
475.00,265.00,290.00,883.88
632.00,305.00,295.00,625.00
618.00,250.00,295.00,1525.82
546.00,402.00,296.00,1802.78
508.00,357.00,296.00,530.33
592.00,343.00,296.00,3302.46
610.00,277.00,297.00,530.33
618.00,274.00,297.00,2474.87
617.00,274.00,297.00,530.33
618.00,383.00,298.00,1736.56
518.00,345.00,298.00,530.33
502.00,249.00,298.00,1250.00
471.00,213.00,298.00,2358.50
490.00,257.00,299.00,2427.06
440.00,118.00,299.00,530.33
508.00,92.00,299.00,1525.82
485.00,296.00,300.00,530.33
466.00,268.00,300.00,2481.18
483.00,288.00,301.00,625.00
600.00,353.00,306.00,1505.20
592.00,335.00,306.00,530.33
569.00,379.00,307.00,530.33
602.00,353.00,307.00,2500.00
590.00,334.00,307.00,3633.61
487.00,289.00,307.00,901.39
430.00,230.00,309.00,4333.73
477.00,298.00,311.00,1581.14
373.00,234.00,311.00,707.11
571.00,347.00,313.00,3162.28
477.00,342.00,313.00,1581.14
516.00,326.00,313.00,1328.77
486.00,219.00,313.00,976.28
601.00,305.00,322.00,2692.58
608.00,297.00,322.00,530.33
640.00,341.00,324.00,530.33
636.00,340.00,324.00,530.33
579.00,332.00,324.00,625.00
574.00,330.00,324.00,707.11
695.00,239.00,324.00,625.00
601.00,232.00,324.00,530.33
670.00,217.00,325.00,5376.45
489.00,368.00,327.00,2576.94
457.00,166.00,327.00,1505.20
603.00,272.00,335.00,2298.10
574.00,272.00,337.00,530.33
634.00,240.00,337.00,728.87
635.00,238.00,337.00,530.33
475.00,301.00,339.00,707.11
494.00,349.00,340.00,2775.45
560.00,204.00,340.00,5380.81
543.00,341.00,341.00,1463.09
386.00,281.00,341.00,2907.43
397.00,276.00,341.00,625.00
642.00,260.00,341.00,901.39
633.00,256.00,341.00,625.00
541.00,196.00,341.00,530.33
535.00,190.00,341.00,530.33
534.00,179.00,341.00,1600.78
656.00,422.00,342.00,530.33
655.00,382.00,342.00,530.33
496.00,369.00,342.00,2515.58
352.00,328.00,342.00,2648.70
344.00,212.00,343.00,2019.44
740.00,201.00,343.00,2855.91
498.00,163.00,343.00,5209.67
655.00,311.00,348.00,2648.70
579.00,266.00,350.00,2348.54
463.00,288.00,351.00,2855.91
478.00,251.00,351.00,1525.82
587.00,351.00,353.00,1600.78
492.00,208.00,353.00,625.00
459.00,186.00,353.00,976.28
471.00,274.00,354.00,3889.09
492.00,236.00,354.00,4868.59
487.00,237.00,354.00,530.33
454.00,164.00,354.00,4611.47
443.00,157.00,355.00,3923.09
574.00,352.00,356.00,728.87
437.00,331.00,356.00,838.53
561.00,330.00,357.00,800.39
629.00,150.00,357.00,2298.10
576.00,357.00,362.00,976.28
595.00,285.00,362.00,530.33
577.00,379.00,363.00,2404.42
596.00,372.00,363.00,2298.10
611.00,253.00,363.00,1976.42
591.00,242.00,363.00,1179.25
612.00,341.00,363.00,1352.08
756.00,441.00,364.00,883.88
624.00,406.00,364.00,4422.95
606.00,352.00,364.00,530.33
462.00,302.00,364.00,728.87
672.00,277.00,364.00,2186.61
594.00,312.00,364.00,530.33
583.00,466.00,365.00,530.33
575.00,438.00,365.00,1414.21
649.00,440.00,365.00,5028.05
603.00,417.00,365.00,800.39
595.00,366.00,365.00,2034.85
490.00,349.00,365.00,1845.60
583.00,54.00,365.00,901.39
586.00,47.00,365.00,530.33
707.00,509.00,366.00,2128.67
592.00,454.00,366.00,530.33
600.00,365.00,366.00,625.00
580.00,366.00,366.00,2050.15
644.00,330.00,366.00,1903.94
613.00,310.00,366.00,1007.78
629.00,3.00,366.00,3486.58
740.00,553.00,367.00,3186.89
602.00,518.00,367.00,838.53
676.00,412.00,367.00,2388.12
584.00,400.00,367.00,530.33
676.00,339.00,367.00,1956.56
610.00,374.00,367.00,530.33
612.00,372.00,367.00,800.39
626.00,338.00,367.00,530.33
588.00,576.00,368.00,5896.24
610.00,565.00,368.00,2335.19
639.00,425.00,368.00,1590.99
634.00,396.00,368.00,625.00
633.00,391.00,368.00,530.33
701.00,349.00,368.00,3432.38
595.00,235.00,368.00,707.11
549.00,220.00,368.00,530.33
607.00,220.00,368.00,1152.44
601.00,207.00,368.00,625.00
603.00,280.00,368.00,707.11
427.00,190.00,368.00,530.33
413.00,190.00,368.00,2833.95
701.00,723.00,369.00,530.33
666.00,453.00,369.00,4626.69
689.00,420.00,369.00,976.28
633.00,432.00,369.00,530.33
634.00,431.00,369.00,530.33
635.00,430.00,369.00,625.00
636.00,428.00,369.00,530.33
640.00,413.00,369.00,2963.32
732.00,341.00,369.00,3986.30
500.00,269.00,369.00,530.33
589.00,247.00,369.00,1075.29
590.00,227.00,369.00,4808.85
606.00,203.00,369.00,5275.24
584.00,183.00,369.00,625.00
593.00,181.00,369.00,1179.25
617.00,458.00,370.00,800.39
655.00,298.00,370.00,5618.05
672.00,263.00,370.00,530.33
579.00,186.00,370.00,1075.29
664.00,315.00,371.00,5306.25
483.00,325.00,372.00,2404.42
583.00,368.00,374.00,4419.42
584.00,323.00,376.00,838.53
492.00,303.00,376.00,1286.95
509.00,293.00,376.00,625.00
582.00,317.00,378.00,625.00
562.00,330.00,382.00,530.33
577.00,331.00,383.00,1457.74
601.00,325.00,385.00,530.33
626.00,272.00,386.00,976.28
494.00,283.00,395.00,976.28
470.00,340.00,396.00,800.39
488.00,332.00,401.00,5255.95
502.00,318.00,401.00,901.39
470.00,329.00,404.00,838.53
597.00,343.00,405.00,707.11
451.00,332.00,405.00,3760.40
475.00,314.00,411.00,1118.03
590.00,329.00,414.00,625.00
631.00,249.00,415.00,530.33
643.00,347.00,416.00,2183.03
572.00,237.00,418.00,530.33
577.00,235.00,418.00,883.88
511.00,348.00,419.00,530.33
525.00,349.00,419.00,3087.27
527.00,346.00,419.00,625.00
485.00,319.00,419.00,2576.94
488.00,267.00,419.00,976.28
471.00,216.00,420.00,1952.56
470.00,201.00,421.00,4930.77
468.00,203.00,421.00,728.87
520.00,328.00,426.00,530.33
519.00,327.00,426.00,530.33
513.00,320.00,426.00,530.33
570.00,358.00,432.00,1566.25
542.00,344.00,432.00,530.33
605.00,359.00,433.00,1328.77
578.00,440.00,434.00,530.33
564.00,436.00,434.00,4759.86
583.00,414.00,434.00,2095.38
500.00,350.00,434.00,2675.12
593.00,279.00,434.00,530.33
512.00,389.00,435.00,4930.77
585.00,292.00,435.00,707.11
561.00,377.00,436.00,2388.12
588.00,288.00,436.00,530.33
582.00,411.00,437.00,625.00
552.00,353.00,441.00,625.00
573.00,221.00,441.00,1007.78
572.00,213.00,441.00,1397.54
568.00,208.00,441.00,625.00
571.00,202.00,441.00,530.33
490.00,456.00,442.00,4698.74
573.00,183.00,442.00,530.33
633.00,458.00,443.00,1425.22
511.00,400.00,443.00,1789.73
566.00,397.00,443.00,1700.18
498.00,389.00,443.00,2325.13
471.00,369.00,443.00,625.00
393.00,279.00,443.00,1976.42
584.00,373.00,443.00,530.33
584.00,357.00,443.00,530.33
491.00,331.00,443.00,530.33
724.00,64.00,443.00,1629.80
711.00,62.00,443.00,1414.21
476.00,57.00,443.00,1007.78
644.00,360.00,444.00,3644.34
583.00,349.00,444.00,530.33
641.00,283.00,444.00,2125.00
484.00,336.00,444.00,800.39
617.00,285.00,444.00,530.33
637.00,234.00,444.00,530.33
747.00,127.00,444.00,625.00
683.00,128.00,444.00,5581.78
615.00,99.00,444.00,4310.23
548.00,383.00,445.00,625.00
529.00,381.00,445.00,6020.80
610.00,363.00,445.00,3752.08
597.00,334.00,445.00,728.87
632.00,251.00,445.00,625.00
647.00,249.00,445.00,530.33
591.00,268.00,445.00,1068.00
590.00,262.00,445.00,530.33
587.00,258.00,445.00,1600.78
578.00,250.00,445.00,2531.06
529.00,417.00,446.00,3302.46
658.00,369.00,446.00,901.39
368.00,373.00,446.00,3132.49
447.00,222.00,446.00,1237.44
560.00,514.00,447.00,1346.29
490.00,424.00,447.00,1185.85
491.00,411.00,447.00,530.33
700.00,389.00,447.00,3023.35
317.00,351.00,447.00,530.33
342.00,387.00,447.00,530.33
326.00,337.00,447.00,625.00
608.00,291.00,447.00,530.33
420.00,192.00,447.00,4680.41
503.00,457.00,448.00,625.00
486.00,449.00,448.00,530.33
481.00,439.00,448.00,530.33
735.00,405.00,448.00,4680.41
587.00,343.00,448.00,530.33
583.00,340.00,448.00,625.00
408.00,133.00,448.00,2481.18
523.00,601.00,449.00,530.33
517.00,603.00,449.00,1425.22
544.00,707.00,450.00,728.87
506.00,456.00,450.00,901.39
522.00,374.00,450.00,2950.11
501.00,361.00,450.00,800.39
510.00,354.00,450.00,1060.66
434.00,300.00,450.00,951.97
522.00,357.00,450.00,707.11
545.00,764.00,451.00,976.28
507.00,729.00,451.00,530.33
629.00,706.00,451.00,1741.05
562.00,659.00,451.00,2061.55
567.00,641.00,451.00,4317.48
504.00,576.00,451.00,3259.60
473.00,474.00,451.00,530.33
458.00,334.00,451.00,4651.95
575.00,257.00,451.00,1007.78
586.00,255.00,451.00,530.33
565.00,249.00,451.00,800.39
536.00,392.00,451.00,728.87
545.00,390.00,451.00,1425.22
570.00,266.00,451.00,530.33
449.00,759.00,452.00,530.33
542.00,754.00,452.00,1510.38
607.00,719.00,452.00,800.39
537.00,406.00,452.00,1352.08
439.00,817.00,453.00,838.53
475.00,819.00,453.00,2741.46
616.00,304.00,453.00,5138.70
635.00,257.00,454.00,2915.48
598.00,233.00,454.00,5209.67
473.00,352.00,455.00,2253.47
360.00,301.00,456.00,1305.04
560.00,349.00,457.00,901.39
390.00,328.00,457.00,2855.91
458.00,324.00,457.00,530.33
430.00,306.00,457.00,530.33
528.00,360.00,458.00,530.33
470.00,363.00,458.00,2325.13
346.00,335.00,458.00,2963.32
504.00,280.00,458.00,530.33
492.00,267.00,458.00,4310.23
511.00,234.00,458.00,530.33
504.00,226.00,458.00,1152.44
519.00,224.00,458.00,2809.03
530.00,216.00,458.00,625.00
504.00,389.00,459.00,5585.98
449.00,369.00,459.00,5975.21
505.00,355.00,459.00,6277.44
310.00,340.00,459.00,4881.41
585.00,257.00,459.00,1007.78
500.00,370.00,460.00,5927.95
652.00,248.00,460.00,530.33
636.00,254.00,460.00,4475.63
638.00,247.00,460.00,625.00
605.00,190.00,460.00,530.33
469.00,369.00,461.00,530.33
471.00,363.00,461.00,530.33
478.00,382.00,462.00,3020.76
495.00,271.00,465.00,530.33
442.00,320.00,466.00,2095.38
463.00,226.00,466.00,530.33
467.00,213.00,466.00,530.33
562.00,260.00,467.00,530.33
632.00,326.00,484.00,4081.21
669.00,496.00,485.00,530.33
611.00,227.00,485.00,530.33
579.00,221.00,485.00,2211.48
587.00,273.00,487.00,625.00
568.00,276.00,487.00,530.33
567.00,275.00,487.00,707.11
527.00,344.00,488.00,1736.56
576.00,105.00,488.00,5409.77
772.00,53.00,489.00,2401.17
806.00,21.00,490.00,5100.55
656.00,289.00,497.00,901.39
636.00,169.00,498.00,2462.21
684.00,315.00,500.00,1075.29
511.00,268.00,500.00,530.33
588.00,337.00,500.00,1328.77
595.00,244.00,500.00,1060.66
603.00,239.00,500.00,530.33
525.00,228.00,500.00,2683.86
587.00,379.00,501.00,2388.12
511.00,234.00,501.00,3432.38
607.00,196.00,502.00,728.87
618.00,191.00,502.00,2775.45
621.00,184.00,502.00,625.00
634.00,272.00,503.00,4995.31
643.00,274.00,503.00,625.00
592.00,370.00,504.00,1776.58
585.00,254.00,504.00,530.33
601.00,255.00,504.00,1352.08
620.00,226.00,504.00,800.39
596.00,210.00,504.00,3893.10
568.00,356.00,505.00,530.33
670.00,315.00,505.00,2236.07
621.00,300.00,505.00,1600.78
619.00,272.00,505.00,4776.24
607.00,174.00,505.00,5512.77
588.00,161.00,505.00,728.87
524.00,358.00,506.00,3858.84
576.00,356.00,509.00,1075.29
594.00,338.00,510.00,3745.83
632.00,450.00,513.00,3010.40
590.00,411.00,513.00,1505.20
568.00,395.00,513.00,1767.77
637.00,315.00,513.00,4031.13
646.00,315.00,513.00,625.00
620.00,293.00,513.00,1457.74
440.00,278.00,513.00,1118.03
572.00,430.00,514.00,3271.56
534.00,420.00,514.00,1007.78
543.00,415.00,514.00,530.33
549.00,407.00,514.00,530.33
626.00,394.00,514.00,3281.10
568.00,370.00,514.00,800.39
559.00,369.00,514.00,707.11
498.00,330.00,514.00,530.33
638.00,284.00,514.00,530.33
591.00,423.00,515.00,2128.67
697.00,400.00,515.00,3905.12
667.00,333.00,515.00,530.33
537.00,246.00,515.00,707.11
531.00,246.00,515.00,800.39
723.00,431.00,516.00,2918.15
641.00,387.00,516.00,4531.14
658.00,335.00,516.00,4698.74
551.00,422.00,518.00,2348.54
568.00,418.00,518.00,728.87
576.00,404.00,518.00,1346.29
557.00,445.00,519.00,4529.42
535.00,431.00,519.00,838.53
577.00,429.00,519.00,2061.55
503.00,362.00,519.00,530.33
538.00,458.00,520.00,1820.03
572.00,348.00,521.00,1007.78
578.00,362.00,523.00,1505.20
575.00,348.00,525.00,530.33
593.00,253.00,528.00,1600.78
614.00,321.00,530.00,530.33
592.00,390.00,534.00,3321.33
608.00,375.00,534.00,3094.85
609.00,365.00,534.00,625.00
609.00,356.00,534.00,2981.72
605.00,333.00,537.00,530.33
592.00,349.00,538.00,2465.39
674.00,373.00,539.00,2069.12
589.00,337.00,539.00,1625.00
647.00,297.00,539.00,1397.54
637.00,297.00,540.00,4250.00
560.00,340.00,541.00,530.33
627.00,349.00,542.00,728.87
657.00,450.00,544.00,2855.91
668.00,445.00,544.00,838.53
597.00,395.00,544.00,2853.18
603.00,378.00,544.00,2850.44
633.00,293.00,544.00,5830.95
629.00,374.00,545.00,5597.15
642.00,371.00,545.00,530.33
606.00,361.00,545.00,530.33
649.00,360.00,545.00,838.53
648.00,347.00,545.00,1566.25
499.00,462.00,548.00,1525.82
482.00,457.00,548.00,2298.10
479.00,329.00,548.00,625.00
515.00,510.00,549.00,1007.78
455.00,486.00,549.00,3010.40
494.00,560.00,550.00,1060.66
505.00,551.00,550.00,2294.69
427.00,377.00,550.00,2981.72
495.00,587.00,551.00,530.33
463.00,579.00,551.00,1700.18
501.00,368.00,551.00,2034.85
463.00,374.00,551.00,4081.21
476.00,311.00,551.00,3816.08
500.00,325.00,551.00,530.33
451.00,196.00,551.00,3972.56
477.00,382.00,552.00,5273.76
487.00,363.00,552.00,2601.08
599.00,268.00,555.00,530.33
520.00,367.00,556.00,4251.84
515.00,345.00,560.00,530.33
572.00,276.00,563.00,1250.00
600.00,289.00,564.00,530.33
570.00,265.00,568.00,530.33
633.00,412.00,569.00,4373.21
656.00,372.00,569.00,2455.86
683.00,315.00,569.00,530.33
680.00,309.00,569.00,2414.15
624.00,448.00,570.00,1250.00
722.00,317.00,570.00,1858.26
759.00,324.00,571.00,2462.21
704.00,517.00,573.00,1776.58
615.00,352.00,573.00,530.33
725.00,554.00,574.00,2150.58
629.00,383.00,574.00,1700.18
744.00,592.00,575.00,2465.39
502.00,391.00,575.00,1681.70
485.00,399.00,575.00,530.33
402.00,236.00,575.00,3074.59
389.00,231.00,575.00,728.87
310.00,561.00,576.00,3633.61
449.00,416.00,576.00,2121.32
439.00,368.00,576.00,800.39
496.00,316.00,576.00,625.00
444.00,315.00,576.00,1789.73
816.00,656.00,577.00,1566.25
409.00,435.00,577.00,3466.36
475.00,307.00,577.00,2236.07
801.00,721.00,578.00,4508.67
464.00,300.00,578.00,4529.42
468.00,300.00,578.00,625.00
506.00,342.00,578.00,530.33
830.00,765.00,579.00,530.33
817.00,767.00,579.00,5129.57
848.00,752.00,579.00,1007.78
451.00,297.00,579.00,4808.85
447.00,299.00,579.00,800.39
509.00,255.00,579.00,1677.05
843.00,802.00,580.00,728.87
862.00,800.00,580.00,1231.11
470.00,334.00,580.00,1075.29
878.00,859.00,581.00,530.33
876.00,852.00,581.00,1231.11
511.00,359.00,581.00,530.33
434.00,348.00,582.00,1075.29
490.00,270.00,582.00,5038.91
912.00,971.00,583.00,530.33
911.00,966.00,583.00,800.39
909.00,961.00,583.00,530.33
423.00,374.00,583.00,2183.03
416.00,409.00,584.00,625.00
417.00,405.00,584.00,1068.00
418.00,400.00,584.00,625.00
497.00,351.00,584.00,901.39
498.00,296.00,584.00,530.33
492.00,291.00,584.00,530.33
492.00,340.00,585.00,530.33
928.00,1127.00,586.00,3365.73
420.00,398.00,586.00,4651.95
520.00,352.00,586.00,1075.29
526.00,347.00,586.00,530.33
564.00,221.00,586.00,5512.77
685.00,231.00,587.00,2128.67
466.00,308.00,588.00,530.33
496.00,307.00,588.00,1060.66
504.00,305.00,588.00,800.39
560.00,344.00,588.00,530.33
511.00,312.00,588.00,1075.29
485.00,285.00,592.00,1237.44
499.00,279.00,592.00,2744.31
601.00,318.00,595.00,707.11
485.00,315.00,595.00,5778.46
488.00,318.00,595.00,530.33
486.00,293.00,598.00,838.53
488.00,309.00,598.00,625.00
490.00,306.00,598.00,1118.03
624.00,338.00,603.00,728.87
668.00,377.00,604.00,901.39
592.00,329.00,604.00,530.33
614.00,278.00,605.00,1250.00
575.00,277.00,605.00,625.00
600.00,314.00,608.00,1802.78
656.00,308.00,608.00,1581.14
680.00,304.00,609.00,625.00
686.00,292.00,609.00,4310.23
502.00,333.00,610.00,530.33
570.00,376.00,611.00,2828.43
477.00,318.00,612.00,2136.00
442.00,310.00,612.00,1007.78
513.00,346.00,615.00,530.33
552.00,407.00,618.00,1681.70
581.00,388.00,618.00,530.33
693.00,311.00,618.00,1007.78
584.00,360.00,619.00,5062.11
614.00,324.00,619.00,530.33
601.00,377.00,620.00,4962.36
596.00,381.00,620.00,530.33
629.00,319.00,620.00,2462.21
611.00,393.00,621.00,707.11
638.00,315.00,621.00,3760.40
625.00,414.00,622.00,530.33
672.00,288.00,622.00,901.39
666.00,277.00,622.00,1858.26
639.00,275.00,622.00,2358.50
638.00,438.00,623.00,1152.44
663.00,260.00,623.00,2795.08
651.00,467.00,624.00,1152.44
663.00,498.00,625.00,1152.44
568.00,356.00,625.00,530.33
673.00,532.00,626.00,2225.56
599.00,371.00,626.00,1152.44
624.00,378.00,627.00,4924.43
549.00,368.00,627.00,1075.29
572.00,349.00,627.00,2462.21
536.00,355.00,627.00,530.33
708.00,601.00,628.00,3925.08
710.00,560.00,628.00,625.00
659.00,553.00,628.00,707.11
458.00,381.00,628.00,1858.26
490.00,368.00,628.00,1845.60
464.00,364.00,628.00,4339.14
719.00,627.00,629.00,2918.15
570.00,392.00,629.00,3354.10
392.00,306.00,629.00,2455.86
581.00,285.00,629.00,1068.00
592.00,276.00,629.00,1505.20
736.00,659.00,630.00,3809.94
455.00,457.00,630.00,2950.11
561.00,375.00,630.00,1677.05
511.00,359.00,630.00,530.33
510.00,275.00,630.00,530.33
507.00,276.00,630.00,800.39
497.00,268.00,630.00,625.00
603.00,255.00,630.00,4140.12
751.00,692.00,631.00,4515.60
780.00,674.00,631.00,625.00
498.00,354.00,631.00,5202.16
504.00,323.00,631.00,530.33
509.00,328.00,631.00,2080.41
606.00,307.00,631.00,530.33
599.00,252.00,631.00,6032.46
583.00,216.00,631.00,530.33
764.00,728.00,632.00,4949.75
793.00,712.00,632.00,1286.95
806.00,754.00,633.00,1903.94
501.00,341.00,635.00,2095.38
524.00,265.00,635.00,530.33
548.00,226.00,635.00,1525.82
884.00,766.00,636.00,1677.05
882.00,779.00,637.00,2069.12
567.00,268.00,638.00,530.33
585.00,336.00,639.00,1625.00
619.00,363.00,644.00,1845.60
660.00,350.00,645.00,1581.14
687.00,346.00,645.00,2095.38
625.00,315.00,645.00,901.39
661.00,306.00,645.00,1858.26
628.00,293.00,645.00,1629.80
634.00,312.00,646.00,4301.16
647.00,276.00,646.00,5147.82
611.00,317.00,651.00,800.39
606.00,299.00,651.00,1328.77
608.00,287.00,651.00,625.00
